,orf,hits_count,read_count,hits_count_pro,reads_count_pro,orf_len,NI_index,HFI_normalized,label
3822,YKL016C,7,26,0,0,524,15,0.4675572519083969,
3823,YKL015W,51,693,3,44,2939,7,0.12589316093909492,
3824,YKL014C,11,38,0,0,5294,18,0.499811106913487,
3825,YKL013C,0,0,0,0,515,12,1.0,ess
3826,YKL012W,8,53,0,0,1751,86,0.3238149628783552,ess
3827,YKL011C,39,923,4,9,1061,28,0.16776625824693686,
3828,YKL010C,64,872,0,0,4451,28,0.12334306897326446,
3829,YKL009W,2,21,0,0,710,9,0.9183098591549296,
3830,YKL008C,37,1069,6,113,1256,0,0.18710191082802544,
3831,YKL007W,14,100,9,59,806,115,0.3213399503722084,
3832,YKL006C-A,4,16,1,13,434,157,0.5184331797235023,
3833,YKL006W,2,16,0,0,814,157,0.9152334152334152,
3834,YKL005C,72,1584,2,5,1784,3,0.09865470852017937,
3835,YKL004W,17,73,1,10,1205,5,0.6066390041493775,ess
3836,YKL003C,7,65,2,3,395,6,0.5367088607594936,
3837,YKL002W,9,53,0,0,766,32,0.2924281984334204,
3838,YKL001C,33,1371,6,324,608,32,0.2680921052631579,
3839,YKR001C,13,86,0,0,2114,11,0.3642384105960265,
3840,YKR002W,7,54,0,0,1706,9,0.7919109026963658,ess
3841,YKR003W,87,884,0,0,1346,9,0.0713224368499257,
3842,YKR004C,8,41,4,8,1237,53,0.3346806790622473,
3843,YKR005C,80,2426,2,3,1646,74,0.1172539489671932,
3844,YKR006C,5,57,1,2,794,74,0.3828715365239295,
3845,YKR007W,0,0,3,51,554,21,1.0,
3846,YKR008W,9,49,0,0,1877,156,0.3574853489611082,ess
3847,YKR009C,81,1126,6,162,2702,19,0.08068097705403404,
3848,YKR010C,29,359,1,3,2315,77,0.17667386609071276,
3849,YKR011C,20,325,1,1,1061,5,0.16870876531573986,
3850,YKR012C,30,553,6,192,377,27,0.2493368700265252,
3851,YKR013W,30,399,7,99,989,27,0.19312436804853386,
3852,YKR014C,1,2,0,0,704,9,0.6150568181818182,
3853,YKR015C,19,229,3,52,1706,6,0.2116060961313013,
3854,YKR016W,18,57,3,9,1622,16,0.2059186189889026,
3855,YKR017C,14,328,1,33,1655,9,0.3957703927492447,
3856,YKR018C,33,325,5,380,2177,1,0.21864951768488747,
3857,YKR019C,19,176,0,0,1847,0,0.3551705468327017,
3858,YKR020W,1,9,3,41,494,3,0.631578947368421,
3859,YKR021W,42,506,2,12,2747,62,0.1026574444848926,
3860,YKR022C,1,2,0,0,968,62,0.9927685950413224,
3861,YKR023W,35,334,4,24,1592,23,0.2355527638190955,
3862,YKR024C,15,92,0,0,2228,0,0.4313285457809695,
3863,YKR025W,4,32,0,0,848,4,0.37735849056603776,ess
3864,YKR026C,7,59,0,0,917,4,0.3075245365321701,
3865,YKR027W,52,798,3,41,2297,2,0.19024814976055726,
3866,YKR028W,51,458,0,0,3101,1,0.2376652692679781,
3867,YKR029C,18,93,19,215,2255,2,0.3263858093126386,
3868,YKR030W,10,58,2,25,821,13,0.6735688185140073,
3869,YKR031C,58,923,2,6,5051,147,0.1334389229855474,
3870,YKR032W,17,1100,2,6,314,147,0.5318471337579618,
3871,YKR033C,4,30,1,2,425,18,0.5458823529411765,
3872,YKR034W,13,146,1,34,809,23,0.2632880098887516,
3873,YKR035C,5,46,2,9,641,46,0.28861154446177845,
3874,YKR035W-A,5,46,3,52,614,46,0.2882736156351792,
3875,YKR036C,52,550,4,62,1931,0,0.1641636457793889,
3876,YKR037C,11,56,2,4,887,4,0.33483652762119503,
3877,YKR038C,14,64,2,7,1160,8,0.6086206896551725,
3878,YKR039W,31,450,2,8,1808,30,0.16814159292035402,
3879,YKR040C,39,540,11,205,503,37,0.1908548707753479,
3880,YKR041W,75,915,2,13,752,37,0.05319148936170213,
3881,YKR042W,8,60,1,4,1097,4,0.43846855059252493,
3882,YKR043C,27,344,5,30,815,16,0.13865030674846626,
3883,YKR044W,56,761,1,1,1331,5,0.08715251690458302,
3884,YKR045C,19,127,3,37,551,59,0.23774954627949185,
3885,YKR046C,28,204,10,124,851,72,0.1445358401880141,
3886,YKR047W,10,53,7,18,305,8,0.26885245901639343,
3887,YKR048C,33,285,15,62,1253,17,0.1596169193934557,
3888,YKR049C,16,200,8,1932,401,17,0.20947630922693267,
3889,YKR050W,54,8824,8,880,2669,17,0.09591607343574372,
3890,YKR051W,38,397,2,16,1256,17,0.13694267515923567,
3891,YKR052C,10,86,5,75,914,17,0.13566739606126915,
3892,YKR053C,45,885,0,0,1214,17,0.08896210873146622,
3893,YKR054C,98,870,2,83,12278,21,0.12127382309822447,
3894,YKR055W,16,224,5,280,875,8,0.21828571428571428,
3895,YKR056W,33,635,3,42,1919,3,0.1771756122980719,
3896,YKR057W,2,2,1,6,585,3,0.5846153846153846,
3897,YKR058W,22,253,5,255,1850,7,0.31297297297297305,
3898,YKR059W,3,20,0,0,1187,15,0.5408593091828138,
3899,YKR060W,12,142,4,49,824,21,0.3131067961165049,
3900,YKR061W,58,943,8,123,1277,67,0.08927173061863743,
3901,YKR062W,0,0,0,0,986,5,1.0,ess
3902,YKR063C,4,31,2,20,1508,27,0.6870026525198939,ess
3903,YKR064W,30,275,3,31,2591,10,0.14395986105750674,
3904,YKR065C,3,4,9,107,593,10,0.5902192242833052,
3905,YKR066C,36,850,16,1242,1085,6,0.16682027649769585,
3906,YKR067W,58,1789,1,6,2231,4,0.1349170775437024,
3907,YKR068C,4,4,1,2,581,17,0.5955249569707401,ess
3908,YKR069W,46,548,1,3,1781,75,0.08702975856260528,
3909,YKR070W,26,527,6,97,1058,12,0.2353497164461248,
3910,YKR071C,9,37,0,0,1046,10,0.4808795411089866,
3911,YKR072C,28,234,2,35,1688,4,0.15165876777251186,
3912,YKR073C,27,488,2,14,320,4,0.171875,
3913,YKR074W,8,29,4,39,467,9,0.3233404710920771,
3914,YKR075C,33,1088,8,320,923,38,0.22535211267605634,
3915,YKR075W-A,24,930,1,1,269,38,0.17472118959107807,
3916,YKR076W,45,407,2,17,1112,1,0.12410071942446045,
3917,YKR077W,17,391,0,0,1091,1,0.4005499541704858,
3918,YKR078W,23,229,10,121,1757,3,0.35401252134319866,
3919,YKR079C,27,113,0,0,2516,21,0.3167726550079491,ess
3920,YKR080W,26,158,4,79,962,0,0.17671517671517672,
3921,YKR081C,2,3,0,0,1034,0,0.6682785299806576,ess
3922,YKR082W,24,185,1,1,3473,11,0.28217679239850274,
3923,YKR083C,5,33,0,0,401,11,0.5735660847880301,
3924,YKR084C,9,70,7,103,1835,20,0.2686648501362398,
3925,YKR085C,12,118,0,0,587,20,0.2470187393526405,
3926,YKR086W,22,89,0,0,3215,15,0.3474339035769829,ess
3927,YKR087C,23,292,8,147,1037,14,0.1523625843780135,
3928,YKR088C,26,188,5,103,1013,143,0.15992102665350444,
3929,YKR089C,35,478,1,20,2732,25,0.1233528550512445,
3930,YKR090W,38,488,0,0,2120,44,0.16179245283018867,
3931,YKR091W,9,81,1,26,740,44,0.23243243243243245,
3932,YKR092C,21,99,0,0,1220,44,0.22131147540983606,
3933,YKR093W,120,1995,8,87,1805,27,0.05152354570637119,
3934,YKR094C,4,20,1,8,754,27,0.603448275862069,
3935,YKR095W,30,118,3,104,5627,6,0.18908832415141286,
3936,YKR095W-A,2,6,4,10,341,12,0.8064516129032258,
3937,YKR096W,74,1084,0,0,3587,11,0.1642040702536939,
3938,YKR097W,95,2384,2,11,1649,8,0.06064281382656155,
3939,YKR098C,45,561,3,24,2153,72,0.1128657686948444,
3940,YKR099W,25,171,2,10,2435,99,0.4784394250513347,
3941,YKR100C,13,92,1,2,1067,1,0.2502343017806936,
3942,YKR101W,45,346,12,120,1964,57,0.12219959266802445,
3943,YKR102W,47,555,1,18,3509,21,0.1744086634368766,
3944,YKR103W,50,547,0,0,3656,62,0.17423413566739607,
3945,YKR104W,12,135,2,7,920,64,0.2543478260869565,
3946,YKR105C,1,1,1,3,1748,64,0.5549199084668193,
3947,YKR106W,1,11,0,0,1847,64,0.7753113156469952,
3948,YLL067C,0,0,0,0,3716,28,1.0,
3949,YLL067W-A,0,0,0,0,482,0,1.0,
3950,YLL066W-B,1,15,0,0,170,29,0.5529411764705883,
3951,YLL066C,0,0,0,0,3716,1,1.0,
3952,YLL066W-A,0,0,0,0,482,62,1.0,
3953,YLL065W,20,525,11,125,350,35,0.26285714285714284,
3954,YLL064C,3,16,0,0,362,44,0.7955801104972375,
3955,YLL063C,58,1260,16,769,1424,31,0.1172752808988764,
3956,YLL062C,10,109,1,38,974,11,0.19507186858316225,
3957,YLL061W,41,506,21,422,1751,164,0.11993146773272415,
3958,YLL060C,22,4201,16,245,701,4,0.26105563480741795,
3959,YLL059C,68,2307,2,22,506,13,0.09486166007905138,
3960,YLL058W,21,361,2,26,1727,0,0.2408801389693109,
3961,YLL057C,48,655,3,58,1238,55,0.14620355411954766,
3962,YLL056C,27,303,2,13,896,89,0.20424107142857145,
3963,YLL055W,25,242,1,4,1595,8,0.16238244514106584,
3964,YLL054C,29,403,0,0,2531,8,0.1410509679968392,
3965,YLL053C,18,354,0,0,458,8,0.28602620087336245,
3966,YLL052C,10,136,3,35,449,1,0.3184855233853007,
3967,YLL051C,71,1362,4,108,2138,30,0.11927034611786715,
3968,YLL050C,3,6,1,17,610,60,0.6819672131147541,ess
3969,YLL049W,7,25,11,128,539,60,0.2987012987012987,
3970,YLL048C,79,616,1,3,4985,31,0.11574724172517553,
3971,YLL047W,8,50,6,49,383,31,0.3159268929503917,
3972,YLL046C,10,168,0,0,749,31,0.3457943925233645,
3973,YLL045C,3,8,2,24,770,31,0.3974025974025974,
3974,YLL044W,2,7,1,1,446,31,0.4955156950672646,
3975,YLL043W,19,120,0,0,2009,31,0.4579392732702837,
3976,YLL042C,14,184,4,77,503,31,0.31411530815109345,
3977,YLL041C,39,542,12,117,800,26,0.12375,
3978,YLL040C,118,771,0,0,9434,7,0.07981768072927709,
3979,YLL039C,44,289,5,109,1145,10,0.0777292576419214,
3980,YLL038C,29,489,0,0,743,10,0.13458950201884254,
3981,YLL037W,0,0,0,0,380,12,1.0,
3982,YLL036C,5,47,0,0,1511,13,0.71409662475182,ess
3983,YLL035W,8,20,1,1,1898,6,0.8340358271865121,ess
3984,YLL034C,7,36,1,1,2513,24,0.6518105849582173,ess
3985,YLL033W,3,13,6,41,692,64,0.7225433526011561,
3986,YLL032C,34,473,4,50,2477,9,0.2434396447315301,
3987,YLL031C,11,49,2,6,3053,32,0.33770062233868325,ess
3988,YLL030C,17,715,0,0,341,32,0.4134897360703813,
3989,YLL029W,138,10130,3,29,2249,82,0.06447309915518007,
3990,YLL028W,80,1623,2,4,1760,7,0.07386363636363638,
3991,YLL027W,3,5,0,0,752,30,0.5824468085106383,
3992,YLL026W,101,1655,10,60,2726,20,0.07960381511371974,
3993,YLL025W,6,214,1,2,374,20,0.6283422459893048,
3994,YLL024C,21,930,3,9,1919,7,0.5674830640958832,
3995,YLL023C,23,345,12,1560,839,26,0.2622169249106079,
3996,YLL022C,37,444,7,52,1157,62,0.16853932584269662,
3997,YLL021W,46,313,0,0,4400,122,0.19454545454545452,
3998,YLL020C,8,36,0,0,305,131,0.3901639344262295,
3999,YLL019C,14,89,1,2,2213,153,0.228197017623136,
4000,YLL019W-A,0,0,2,23,92,153,1.0,
4001,YLL018C-A,7,72,8,148,296,153,0.4290540540540541,
4002,YLL018C,5,7,2,5,1673,16,0.43335325762104,
4003,YLL015W,60,707,2,13,4679,10,0.08741184013678137,
4004,YLL014W,4,21,14,1660,326,12,0.5214723926380368,
4005,YLL013C,75,660,1,1,2639,4,0.10155361879499812,
4006,YLL012W,69,885,4,7,1721,0,0.12667054038349795,
4007,YLL011W,18,97,0,0,1469,2,0.4070796460176992,ess
4008,YLL010C,64,2551,1,2,1283,3,0.15900233826968044,
4009,YLL009C,1,7,8,120,209,12,0.6555023923444976,
4010,YLL008W,6,50,0,0,2258,8,0.4844995571302037,ess
4011,YLL007C,2,16,0,0,1997,32,0.6089133700550826,
4012,YLL006W-A,5,39,0,0,176,32,0.6363636363636364,
4013,YLL006W,3,20,2,4,1280,25,0.565625,
4014,YLL005C,40,230,5,57,2606,18,0.2893323100537222,
4015,YLL004W,6,20,2,10,1850,42,0.4648648648648649,ess
4016,YLL003W,10,38,2,5,2840,32,0.546830985915493,
4017,YLL002W,29,434,6,103,1310,17,0.13053435114503814,
4018,YLL001W,65,411,6,35,2273,31,0.06203255609326881,
4019,YLR001C,132,2699,12,175,2588,0,0.080370942812983,
4020,YLR002C,3,26,1,5,1991,0,0.6654947262682069,ess
4021,YLR003C,9,83,7,116,875,2,0.46399999999999997,
4022,YLR004C,57,1153,6,70,1571,61,0.09611712285168683,
4023,YLR005W,18,117,1,3,1385,20,0.2375451263537906,
4024,YLR006C,82,5874,0,0,2138,5,0.18709073900841908,
4025,YLR007W,13,138,8,80,1010,15,0.2811881188118812,
4026,YLR008C,0,0,0,0,506,15,1.0,ess
4027,YLR009W,2,8,0,0,599,0,0.7762938230383973,ess
4028,YLR010C,4,31,0,0,482,10,0.950207468879668,
4029,YLR011W,21,208,3,89,575,0,0.13043478260869565,
4030,YLR012C,8,32,0,0,299,8,0.3946488294314381,
4031,YLR013W,11,87,0,0,425,12,0.2776470588235294,
4032,YLR014C,57,413,2,108,2714,0,0.09322033898305083,
4033,YLR015W,28,301,6,259,1517,21,0.15886618325642715,
4034,YLR016C,13,203,5,27,614,43,0.2964169381107492,
4035,YLR017W,23,325,6,420,1013,67,0.175715695952616,
4036,YLR018C,12,94,0,0,899,67,0.21245828698553948,
4037,YLR019W,42,807,1,14,1193,67,0.14082145850796313,
4038,YLR020C,9,46,6,23,1616,0,0.3842821782178218,
4039,YLR021W,7,38,2,97,539,23,0.30612244897959184,
4040,YLR022C,12,69,0,0,752,31,0.3058510638297872,
4041,YLR023C,45,757,1,3,1631,12,0.0809319435928878,
4042,YLR024C,103,1891,0,0,5618,44,0.13777144891420434,
4043,YLR025W,6,86,3,8,722,15,0.4722991689750693,
4044,YLR026C,0,0,0,0,1022,15,1.0,ess
4045,YLR027C,13,88,2,22,1256,15,0.36544585987261147,
4046,YLR028C,86,2160,18,405,1775,4,0.07774647887323942,
4047,YLR029C,3,10,1,5,614,63,0.4641693811074918,
4048,YLR030W,13,110,7,68,791,63,0.4867256637168141,
4049,YLR031W,6,117,0,0,560,13,0.5321428571428571,
4050,YLR032W,37,315,6,55,3509,29,0.2259903106298091,
4051,YLR033W,1,11,0,0,1508,29,0.9728116710875332,
4052,YLR034C,26,1835,6,50,1421,31,0.25967628430682616,
4053,YLR035C,38,349,5,78,2087,25,0.12026832774317202,
4054,YLR036C,8,31,15,419,611,15,0.5155482815057283,
4055,YLR037C,9,121,2,13,374,30,0.4545454545454545,
4056,YLR038C,13,58,11,194,251,114,0.5577689243027888,
4057,YLR039C,33,306,2,10,3170,8,0.4586750788643533,
4058,YLR040C,11,150,4,20,674,73,0.5281899109792285,
4059,YLR041W,12,111,1,3,320,73,0.19375,
4060,YLR042C,14,115,0,0,485,73,0.24742268041237114,
4061,YLR043C,9,161,13,638,311,33,0.6077170418006431,
4062,YLR044C,42,453,4,38,1691,10,0.18805440567711407,
4063,YLR045C,29,247,1,1,2666,2,0.2344336084021005,
4064,YLR046C,16,124,8,86,812,17,0.1477832512315271,
4065,YLR047C,40,349,1,3,2060,9,0.2461165048543689,
4066,YLR048W,0,0,0,0,1117,9,1.0,
4067,YLR049C,10,62,3,5,1286,32,0.3996889580093312,
4068,YLR050C,7,89,3,51,485,40,0.4144329896907217,
4069,YLR051C,9,110,0,0,653,40,0.25114854517611024,ess
4070,YLR052W,0,0,1,10,752,3,1.0,
4071,YLR053C,3,20,4,119,326,5,0.3895705521472393,
4072,YLR054C,44,731,0,0,2261,31,0.15922158337019018,
4073,YLR055C,24,159,3,39,1808,15,0.13163716814159293,
4074,YLR056W,4,162,0,0,1097,17,0.4904284412032817,
4075,YLR057W,55,946,7,47,2549,1,0.08277755982738329,
4076,YLR058C,17,147,1,3,1409,1,0.35770049680624555,
4077,YLR059C,85,2621,10,403,809,1,0.1619283065512979,
4078,YLR060W,21,219,3,29,1787,1,0.34918858421936205,ess
4079,YLR061W,2,7,2,28,754,0,0.6604774535809018,
4080,YLR062C,2,7,3,8,377,0,0.4456233421750663,
4081,YLR063W,8,90,14,337,1097,3,0.44940747493163175,
4082,YLR064W,9,144,10,253,821,22,0.3032886723507917,
4083,YLR065C,0,0,0,0,545,22,1.0,
4084,YLR066W,6,26,0,0,554,22,0.4314079422382672,ess
4085,YLR067C,24,136,0,0,2897,3,0.4953400069036935,
4086,YLR068W,9,191,0,0,455,5,0.38461538461538464,
4087,YLR069C,22,84,1,1,2285,13,0.18599562363238512,
4088,YLR070C,36,299,12,154,1070,13,0.11121495327102804,
4089,YLR071C,16,62,0,0,3248,3,0.2062807881773399,ess
4090,YLR072W,26,325,2,80,2081,150,0.5333974050937049,
4091,YLR073C,22,445,0,0,602,150,0.22259136212624586,
4092,YLR074C,15,106,0,0,500,39,0.29,
4093,YLR075W,0,0,0,0,665,0,1.0,
4094,YLR076C,0,0,2,13,422,0,1.0,
4095,YLR077W,63,626,3,12,1751,39,0.10736721873215306,
4096,YLR078C,6,22,3,19,823,26,0.5953827460510328,ess
4097,YLR079W,1,4,1,1,854,26,0.9355971896955504,
4098,YLR080W,45,692,1,1,1334,26,0.1184407796101949,
4099,YLR081W,78,4913,7,640,1724,43,0.11658932714617168,
4100,YLR082C,18,108,2,57,1178,0,0.2911714770797963,
4101,YLR083C,20,210,1,5,2003,0,0.199201198202696,
4102,YLR084C,87,1797,0,0,3662,4,0.08164937192790825,
4103,YLR085C,16,310,0,0,1316,4,0.4703647416413374,
4104,YLR086W,23,123,0,0,4256,10,0.5343045112781954,ess
4105,YLR087C,118,984,1,5,8876,32,0.09925642181162686,
4106,YLR088W,13,80,0,0,1844,28,0.2912147505422993,ess
4107,YLR089C,10,79,1,11,1778,61,0.6816647919010124,
4108,YLR090W,30,532,5,49,1379,61,0.13850616388687453,
4109,YLR091W,14,164,4,146,881,23,0.30419977298524403,
4110,YLR092W,80,5091,10,94,2681,3,0.12831033196568445,
4111,YLR093C,18,282,2,3,902,9,0.2516629711751663,
4112,YLR094C,63,1186,13,169,1508,15,0.1797082228116711,
4113,YLR095C,42,259,9,147,2438,14,0.14930270713699753,
4114,YLR096W,25,229,3,28,3443,0,0.192564623874528,
4115,YLR097C,14,97,3,13,1034,5,0.2205029013539652,
4116,YLR098C,26,161,6,114,1946,37,0.17831449126413154,
4117,YLR099C,27,477,3,17,1184,37,0.2635135135135135,
4118,YLR099W-A,7,51,7,34,263,37,0.5893536121673004,
4119,YLR100W,6,49,0,0,1043,37,0.3231064237775647,ess
4120,YLR101C,15,177,3,39,395,37,0.4101265822784809,
4121,YLR102C,13,146,4,47,797,37,0.2534504391468005,
4122,YLR103C,5,8,0,0,1952,37,0.7679303278688525,ess
4123,YLR104W,8,54,8,213,395,37,0.27848101265822783,
4124,YLR105C,5,12,0,0,1133,37,0.3406884377758164,ess
4125,YLR106C,71,393,0,0,14732,25,0.2018055932663589,ess
4126,YLR107W,28,455,5,97,1214,37,0.12355848434925865,
4127,YLR108C,36,382,2,55,1457,14,0.18943033630748116,
4128,YLR109W,33,425,5,67,530,14,0.10377358490566037,
4129,YLR110C,7,55,2,12,401,14,0.5860349127182045,
4130,YLR111W,24,679,13,343,332,0,0.3253012048192771,
4131,YLR112W,58,1670,21,745,419,0,0.13842482100238662,
4132,YLR113W,77,3770,8,655,1307,7,0.06962509563886764,
4133,YLR114C,24,191,3,21,2294,6,0.18308631211857015,
4134,YLR115W,10,61,1,4,2579,21,0.32648313299728576,ess
4135,YLR116W,11,68,0,0,1430,1,0.241958041958042,ess
4136,YLR117C,21,104,1,1,2063,8,0.2050412021328163,ess
4137,YLR118C,8,73,10,921,683,15,0.3484626647144949,
4138,YLR119W,12,112,12,930,641,23,0.2558502340093604,
4139,YLR120C,49,282,6,110,1709,23,0.16851960210649505,
4140,YLR120W-A,12,1047,7,85,101,1,0.38613861386138615,
4141,YLR121C,22,289,7,149,1526,14,0.23722149410222804,
4142,YLR122C,8,222,1,1,377,14,0.2944297082228117,
4143,YLR123C,5,200,4,20,329,14,0.5683890577507599,
4144,YLR124W,3,21,0,0,344,14,0.5436046511627907,
4145,YLR125W,3,27,3,26,410,8,0.5829268292682926,
4146,YLR126C,8,259,3,56,755,40,0.2913907284768212,
4147,YLR127C,12,131,0,0,2561,3,0.28504490433424445,ess
4148,YLR128W,15,193,1,20,903,9,0.32447397563676633,
4149,YLR129W,8,17,2,4,2831,0,0.4697986577181208,ess
4150,YLR130C,47,374,4,14,1268,20,0.09858044164037856,
4151,YLR131C,52,527,0,0,2312,13,0.19420415224913493,
4152,YLR132C,0,0,1,5,872,9,1.0,
4153,YLR133W,21,233,3,67,1748,20,0.3821510297482837,
4154,YLR134W,15,199,1,1,1691,2,0.24719101123595505,
4155,YLR135W,45,533,2,10,2246,49,0.3285841495992876,
4156,YLR136C,10,49,10,119,857,0,0.2462077012835473,
4157,YLR137W,54,1514,11,202,1103,16,0.09066183136899364,
4158,YLR138W,53,423,1,20,2957,9,0.14913763949949274,
4159,YLR139C,8,32,5,31,1931,0,0.4790264111859141,
4160,YLR140W,7,55,0,0,326,2,0.5306748466257669,
4161,YLR141W,9,86,2,24,1091,0,0.22731439046746105,
4162,YLR142W,27,362,5,45,1430,0,0.13006993006993006,
4163,YLR143W,10,35,4,28,2057,3,0.2066115702479339,
4164,YLR144C,43,419,0,0,2339,16,0.19666524155622064,
4165,YLR145W,4,34,0,0,605,2,0.8066115702479338,
4166,YLR146C,18,186,2,32,902,25,0.2361419068736142,
4167,YLR146W-A,6,73,5,44,188,25,0.6170212765957447,
4168,YLR147C,0,0,0,0,305,25,1.0,
4169,YLR148W,25,191,0,0,2756,114,0.3454281567489115,
4170,YLR149C,19,239,3,68,2192,107,0.1792883211678832,
4171,YLR149C-A,1,2,1,7,86,159,0.9186046511627908,
4172,YLR150W,1,7,1,2,821,193,0.969549330085262,
4173,YLR151C,19,372,14,161,1022,0,0.20156555772994128,
4174,YLR152C,31,232,3,74,1730,0,0.1184971098265896,
4175,YLR153C,20,96,1,6,2051,0,0.2008776206728425,
4176,YLR154C,14,104,18,694,332,0,0.3072289156626506,
4177,YLR154W-A,0,0,0,0,185,157,1.0,
4178,YLR154W-B,0,0,0,0,164,0,1.0,
4179,YLR154W-C,0,0,0,0,374,0,1.0,
4180,YLR154W-E,0,0,0,0,203,0,1.0,
4181,YLR154W-F,0,0,0,0,140,0,1.0,
4182,YLR154C-G,0,0,0,0,149,0,1.0,
4183,YLR154C-H,0,0,0,0,131,1,1.0,
4184,YLR155C,0,0,0,0,1088,1,1.0,
4185,YLR156W,0,0,0,0,344,0,1.0,
4186,YLR156C-A,0,0,0,0,131,0,1.0,
4187,YLR157C,0,0,0,0,1088,0,1.0,
4188,YLR157W-D,0,0,0,0,212,0,1.0,
4189,YLR157W-E,0,0,1,1,164,28,1.0,
4190,YLR157C-C,0,0,0,0,131,28,1.0,
4191,YLR158C,0,0,0,0,1088,44,1.0,
4192,YLR159W,0,0,0,0,344,14,1.0,
4193,YLR159C-A,0,0,0,0,131,14,1.0,
4194,YLR160C,0,0,0,0,1088,14,1.0,
4195,YLR161W,0,0,0,0,344,18,1.0,
4196,YLR162W,2,6,4,12,356,11,0.5758426966292135,
4197,YLR162W-A,2,7,0,0,188,1,0.9148936170212766,
4198,YLR163C,7,30,3,18,1388,20,0.4113832853025937,ess
4199,YLR163W-A,0,0,0,0,113,20,1.0,
4200,YLR164W,6,37,5,7,506,23,0.5553359683794467,
4201,YLR165C,9,69,9,796,764,42,0.4005235602094241,
4202,YLR166C,12,27,0,0,2615,5,0.35372848948374763,ess
4203,YLR167W,8,27,0,0,458,5,0.4039301310043668,
4204,YLR168C,21,246,6,286,692,1,0.30346820809248554,
4205,YLR169W,35,1603,1,1,353,27,0.16147308781869688,
4206,YLR170C,24,942,7,48,470,54,0.1127659574468085,
4207,YLR171W,14,141,3,41,389,54,0.13624678663239073,
4208,YLR172C,17,111,6,33,902,54,0.2184035476718404,
4209,YLR173W,60,2419,8,46,1826,46,0.1976998904709748,
4210,YLR174W,50,647,11,279,1238,41,0.10581583198707592,
4211,YLR175W,10,31,0,0,1451,4,0.3190902825637492,ess
4212,YLR176C,24,164,4,43,2435,10,0.22258726899383985,
4213,YLR177W,33,502,4,12,1886,1,0.15800636267232238,
4214,YLR178C,33,285,7,69,659,19,0.13808801213960548,
4215,YLR179C,53,2413,8,31,605,14,0.10413223140495867,
4216,YLR180W,48,838,4,26,1148,17,0.09930313588850176,
4217,YLR181C,29,393,1,4,992,17,0.18850806451612906,
4218,YLR182W,14,68,1,2,2411,18,0.6793861468270427,
4219,YLR183C,30,337,0,0,1469,6,0.17631041524846836,
4220,YLR184W,8,213,1,9,347,6,0.5677233429394812,
4221,YLR185W,3,11,1,12,625,6,0.488,
4222,YLR186W,6,17,0,0,758,6,0.5369393139841688,ess
4223,YLR187W,40,466,2,10,3080,9,0.24285714285714285,
4224,YLR188W,45,303,1,35,2087,13,0.13464302827024438,
4225,YLR189C,50,591,5,28,3596,23,0.15989988876529476,
4226,YLR190W,22,160,1,3,1475,7,0.16677966101694916,
4227,YLR191W,11,110,1,1,1160,2,0.4431034482758621,
4228,YLR192C,2,14,1,22,797,2,0.7641154328732748,
4229,YLR193C,6,15,0,0,527,2,0.4345351043643264,
4230,YLR194C,11,67,5,22,764,0,0.3599476439790576,
4231,YLR195C,0,0,4,21,1367,6,1.0,ess
4232,YLR196W,17,101,0,0,1730,147,0.41734104046242776,ess
4233,YLR197W,1,17,0,0,1514,10,0.6261558784676354,ess
4234,YLR198C,0,0,0,0,359,10,1.0,
4235,YLR199C,10,76,3,28,916,10,0.2609170305676856,
4236,YLR200W,0,0,0,0,344,13,1.0,
4237,YLR201C,7,88,6,41,782,15,0.289002557544757,
4238,YLR202C,18,298,1,5,442,0,0.2398190045248869,
4239,YLR203C,17,107,3,17,1310,16,0.1763358778625954,
4240,YLR204W,2,9,22,767,335,16,0.6746268656716418,
4241,YLR205C,43,337,18,2685,953,2,0.1521511017838405,
4242,YLR206W,22,386,6,39,1841,0,0.3107007061379685,
4243,YLR207W,54,36813,1,1,2501,58,0.11515393842463015,
4244,YLR208W,4,10,0,0,893,58,0.5207166853303471,ess
4245,YLR209C,21,293,9,54,935,4,0.16470588235294115,
4246,YLR210W,20,97,0,0,1382,16,0.19030390738060785,
4247,YLR211C,5,18,2,8,739,13,0.3274695534506089,
4248,YLR212C,4,6,0,0,1421,13,0.4996481351161154,ess
4249,YLR213C,86,2176,2,8,1268,4,0.09542586750788644,
4250,YLR214W,44,634,6,38,2060,3,0.13689320388349516,
4251,YLR215C,2,3,0,0,1082,1,0.5406654343807763,ess
4252,YLR216C,12,108,10,153,1115,7,0.6573991031390135,
4253,YLR217W,13,117,2,18,323,7,0.20123839009287925,
4254,YLR218C,37,982,7,27,452,7,0.29867256637168144,
4255,YLR219W,25,289,6,9,2186,18,0.11756633119853616,
4256,YLR220W,15,83,3,102,968,11,0.3853305785123967,
4257,YLR221C,3,11,1,5,662,1,0.4833836858006042,
4258,YLR222C,17,131,1,2,2453,1,0.2229922543823889,ess
4259,YLR222C-A,2,8,2,26,230,8,0.3565217391304348,
4260,YLR223C,25,124,0,0,3257,30,0.3211544365980964,
4261,YLR224W,17,114,3,17,1109,30,0.20649233543733087,
4262,YLR225C,21,213,1,12,1223,30,0.2044153720359771,
4263,YLR226W,4,11,1,17,1187,52,0.8584667228306655,
4264,YLR227C,35,356,5,39,1481,52,0.11343686698176908,
