,orf,hits_count,read_count,hits_count_pro,reads_count_pro,orf_len,NI_index,HFI_normalized,label
3383,YJL053W,11,44,10,97,1139,20,0.4187884108867427,
3384,YJL052C-A,38,2037,18,177,119,1,0.06722689075630252,
3385,YJL052W,39,378,1,4,998,3,0.21042084168336672,
3386,YJL051W,37,344,1,2,2468,2,0.19692058346839547,
3387,YJL050W,21,83,0,0,3221,44,0.5904998447687053,ess
3388,YJL049W,2,28,4,237,1352,69,0.7818047337278107,
3389,YJL048C,24,480,16,414,1190,17,0.3235294117647059,
3390,YJL047C-A,8,365,3,6,134,17,0.3059701492537313,
3391,YJL047C,35,227,0,0,2528,51,0.25593354430379744,
3392,YJL046W,9,72,7,272,1229,51,0.5744507729861676,
3393,YJL045W,46,1073,3,105,1904,4,0.14653361344537816,
3394,YJL044C,22,347,7,180,1376,15,0.18459302325581395,
3395,YJL043W,80,3705,2,38,773,15,0.1151358344113842,
3396,YJL042W,57,868,7,116,4196,26,0.08937082936129648,
3397,YJL041W,3,8,2,3,2589,24,0.8165314793356508,ess
3398,YJL039C,21,165,0,0,5051,17,0.425064343694318,ess
3399,YJL038C,1,2,0,0,659,17,0.6752655538694993,
3400,YJL037W,18,138,3,6,674,2,0.2002967359050445,
3401,YJL036W,23,189,0,0,1271,3,0.17859952793076314,
3402,YJL035C,5,43,2,37,752,2,0.42819148936170215,ess
3403,YJL034W,11,101,0,0,2048,4,0.439453125,ess
3404,YJL033W,2,10,0,0,2312,8,0.4641003460207612,ess
3405,YJL032W,1,2,1,1,314,3,0.9681528662420382,
3406,YJL031C,0,0,2,17,1070,29,1.0,ess
3407,YJL030W,22,904,6,137,590,29,0.2576271186440678,
3408,YJL029C,19,274,2,15,2468,14,0.2625607779578606,
3409,YJL028W,46,1422,9,607,335,14,0.1761194029850746,
3410,YJL027C,84,4868,3,39,416,14,0.0889423076923077,
3411,YJL026W,3,81,1,2,1199,17,0.5037531276063386,ess
3412,YJL026C-A,0,0,0,0,221,17,1.0,
3413,YJL025W,25,157,0,0,1544,60,0.2616580310880829,ess
3414,YJL024C,9,36,6,43,661,60,0.4947049924357035,
3415,YJL023C,11,137,4,26,1043,3,0.5081495685522531,
3416,YJL022W,4,23,0,0,308,3,0.3993506493506493,
3417,YJL020C,55,1652,1,1,3473,30,0.10480852289087243,
3418,YJL020W-A,4,80,2,2,257,30,0.4513618677042802,
3419,YJL019W,36,346,0,0,2048,2,0.216796875,
3420,YJL016W,40,510,0,0,1685,88,0.1679525222551929,
3421,YJL015C,25,1007,3,22,284,90,0.2605633802816901,
3422,YJL014W,7,20,3,22,1604,90,0.6415211970074813,ess
3423,YJL013C,20,217,20,2672,1547,4,0.12281835811247575,
3424,YJL012C,69,882,3,13,2165,20,0.11224018475750576,
3425,YJL011C,2,14,0,0,485,51,0.8618556701030928,ess
3426,YJL010C,1,31,0,0,2000,52,0.789,ess
3427,YJL009W,4,31,1,4,326,52,0.7914110429447853,
3428,YJL008C,6,19,1,8,1706,12,0.6213364595545134,ess
3429,YJL007C,25,1418,20,520,314,0,0.2547770700636943,
3430,YJL006C,9,61,0,0,971,7,0.6035015447991761,
3431,YJL005W,22,82,1,11,6080,18,0.3162828947368421,
3432,YJL004C,32,664,17,600,611,18,0.11947626841243862,
3433,YJL003W,6,53,4,56,356,39,0.6151685393258427,
3434,YJL002C,6,93,0,0,1430,39,0.5153846153846153,ess
3435,YJL001W,9,38,1,3,763,135,0.22935779816513766,ess
3436,YJR001W,134,3278,15,545,1808,2,0.07798672566371681,
3437,YJR002W,9,40,1,1,1781,15,0.4171813587871982,ess
3438,YJR003C,45,457,7,412,1559,85,0.16549069916613213,
3439,YJR004C,74,1124,7,186,1952,30,0.08401639344262295,
3440,YJR005W,36,278,4,150,2102,13,0.1279733587059943,
3441,YJR005C-A,2,20,2,12,281,28,0.5160142348754448,
3442,YJR006W,0,0,0,0,1463,11,1.0,ess
3443,YJR007W,2,4,0,0,914,11,0.8533916849015317,ess
3444,YJR008W,69,2028,12,99,1016,33,0.10137795275590553,
3445,YJR009C,32,428,14,558,998,1,0.2915831663326653,
3446,YJR010W,50,1432,1,1,1535,17,0.08599348534201955,
3447,YJR010C-A,12,132,5,75,284,5,0.3591549295774648,
3448,YJR011C,21,106,3,39,785,29,0.1923566878980892,
3449,YJR012C,16,344,0,0,623,0,0.1926163723916533,
3450,YJR013W,9,60,3,83,1211,11,0.34516928158546656,ess
3451,YJR014W,7,45,2,26,596,35,0.575503355704698,
3452,YJR015W,26,273,16,2243,1532,37,0.15992167101827676,
3453,YJR016C,6,52,0,0,1757,37,0.2948207171314741,
3454,YJR017C,8,50,5,15,512,37,0.458984375,
3455,YJR018W,8,27,0,0,362,37,0.6933701657458563,
3456,YJR019C,51,569,7,260,1049,37,0.10581506196377502,
3457,YJR020W,21,331,5,14,332,37,0.24096385542168675,
3458,YJR021C,46,1045,4,63,1024,37,0.1904296875,
3459,YJR022W,1,2,3,19,329,37,0.9939209726443771,
3460,YJR023C,0,0,0,0,401,37,1.0,
3461,YJR024C,19,130,9,55,734,37,0.19618528610354224,
3462,YJR025C,5,131,1,1,533,37,0.5909943714821764,
3463,YJR030C,56,550,0,0,2237,0,0.13321412606168975,
3464,YJR031C,48,314,1,13,4226,4,0.11121628017037387,
3465,YJR032W,6,22,3,9,1181,4,0.8204911092294666,
3466,YJR033C,48,395,7,121,4073,25,0.20230788116867174,
3467,YJR034W,8,36,3,47,326,25,0.2699386503067485,
3468,YJR035W,48,289,8,153,3257,0,0.1093030396070003,
3469,YJR036C,33,244,0,0,2678,0,0.19753547423450332,
3470,YJR037W,4,31,1,12,383,0,0.5953002610966057,
3471,YJR038C,11,148,1,12,362,3,0.1878453038674033,
3472,YJR039W,58,567,3,18,3365,3,0.12184249628528974,
3473,YJR040W,18,109,5,53,2339,38,0.18982471141513468,
3474,YJR041C,3,10,0,0,3524,6,0.8510215664018161,ess
3475,YJR042W,12,36,1,1,2234,88,0.32005371530886306,ess
3476,YJR043C,20,157,11,192,1052,31,0.2100760456273764,
3477,YJR044C,12,41,9,208,422,4,0.2298578199052133,
3478,YJR045C,1,21,0,0,1964,2,0.5621181262729125,ess
3479,YJR046W,6,35,2,8,1814,3,0.3743109151047409,
3480,YJR047C,9,159,3,38,473,14,0.2558139534883721,
3481,YJR048W,25,493,16,495,329,22,0.14893617021276595,
3482,YJR049C,13,146,3,16,1592,13,0.5131909547738693,
3483,YJR050W,3,90,1,25,707,1,0.7553041018387553,
3484,YJR051W,27,328,9,207,1505,34,0.17807308970099667,
3485,YJR052W,25,167,5,77,1697,23,0.14908662345315266,
3486,YJR053W,32,427,5,47,1724,103,0.1142691415313225,
3487,YJR054W,13,255,1,4,1493,104,0.3442732752846617,
3488,YJR055W,4,12,2,20,494,12,0.3785425101214575,
3489,YJR056C,5,124,0,0,710,8,0.6014084507042253,
3490,YJR057W,0,0,2,9,650,0,1.0,ess
3491,YJR058C,26,623,9,208,443,25,0.2460496613995485,
3492,YJR059W,50,1260,11,619,2456,4,0.10423452768729642,
3493,YJR060W,5,42,0,0,1055,10,0.4985781990521327,
3494,YJR061W,61,554,1,4,2807,10,0.24866405415033846,
3495,YJR062C,15,128,12,850,1373,10,0.224326292789512,
3496,YJR063W,3,21,0,0,377,10,0.8408488063660478,
3497,YJR064W,31,175,1,2,1688,0,0.2731042654028436,ess
3498,YJR065C,15,111,1,15,1349,0,0.2075611564121572,
3499,YJR066W,67,404,6,26,7412,18,0.13397193739881275,
3500,YJR067C,3,16,0,0,425,46,0.6352941176470588,
3501,YJR068W,7,60,0,0,1061,43,0.3590951932139491,ess
3502,YJR069C,15,153,0,0,593,56,0.17537942664418213,
3503,YJR070C,9,48,1,3,977,56,0.2354145342886387,
3504,YJR071W,4,17,0,0,368,56,0.3532608695652174,
3505,YJR072C,18,142,0,0,1157,16,0.2904062229904927,ess
3506,YJR073C,29,389,6,28,620,12,0.17096774193548386,
3507,YJR074W,11,78,16,163,656,18,0.22865853658536586,
3508,YJR075W,26,306,3,12,1190,4,0.1672268907563025,
3509,YJR076C,14,72,6,95,1247,63,0.3400160384923817,
3510,YJR077C,16,88,11,46,935,15,0.5914438502673797,
3511,YJR078W,78,1824,9,243,1361,15,0.12564290962527552,
3512,YJR079W,36,804,3,30,1034,13,0.15377176015473887,
3513,YJR080C,28,506,6,137,1184,13,0.13429054054054054,
3514,YJR082C,6,27,3,56,341,13,0.4222873900293255,
3515,YJR083C,16,210,7,111,929,13,0.16146393972012918,
3516,YJR084W,19,162,12,193,1271,14,0.1841070023603462,
3517,YJR085C,8,157,8,58,317,14,0.3154574132492113,
3518,YJR086W,9,105,12,361,332,14,0.25903614457831325,
3519,YJR087W,2,21,5,55,350,14,0.4085714285714286,
3520,YJR088C,26,259,10,157,878,14,0.21867881548974946,
3521,YJR089W,23,152,0,0,2864,22,0.2719972067039106,ess
3522,YJR090C,23,179,0,0,3455,0,0.2703328509406657,
3523,YJR091C,64,583,7,251,3275,252,0.09221374045801528,
3524,YJR092W,49,753,4,45,4343,18,0.15864609716785633,
3525,YJR093C,13,52,0,0,983,26,0.358087487283825,ess
3526,YJR094C,25,306,3,5,1082,35,0.1977818853974122,
3527,YJR094W-A,2,18,0,0,553,45,0.5352622061482821,
3528,YJR095W,34,490,1,15,968,47,0.13326446280991736,
3529,YJR096W,36,371,14,119,848,47,0.20400943396226412,
3530,YJR097W,3,11,0,0,518,5,0.7934362934362934,
3531,YJR098C,28,330,3,32,1970,27,0.2639593908629442,
3532,YJR099W,3,11,2,29,710,27,0.7760563380281691,
3533,YJR100C,14,163,9,107,983,2,0.2319430315361139,
3534,YJR101W,4,16,0,0,800,6,0.80375,
3535,YJR102C,23,339,4,37,608,26,0.1513157894736842,
3536,YJR103W,92,2412,6,139,1736,26,0.07834101382488479,
3537,YJR104C,26,207,11,268,464,4,0.1314655172413793,
3538,YJR105W,17,170,8,145,1022,40,0.175146771037182,
3539,YJR106W,31,373,6,32,2177,5,0.12586127698667893,
3540,YJR107W,21,139,3,24,986,2,0.15821501014198786,
3541,YJR108W,22,227,1,11,371,7,0.30997304582210244,
3542,YJR109C,66,504,4,48,3356,19,0.06883194278903458,
3543,YJR110W,61,556,0,0,2066,2,0.11761858664085187,
3544,YJR111C,24,164,2,16,851,32,0.2009400705052879,
3545,YJR112W,3,5,1,4,605,0,0.7272727272727273,ess
3546,YJR112W-A,28,461,8,121,378,0,0.10317460317460317,
3547,YJR113C,10,41,9,88,743,0,0.28936742934051146,
3548,YJR114W,8,28,3,9,392,0,0.4183673469387755,
3549,YJR115W,63,765,8,77,509,45,0.1827111984282908,
3550,YJR116W,44,750,2,6,839,26,0.12276519666269367,
3551,YJR117W,40,979,3,130,1361,8,0.1307861866274798,
3552,YJR118C,5,39,1,6,611,8,0.5941080196399345,
3553,YJR119C,63,807,10,78,2186,27,0.08051235132662397,
3554,YJR120W,23,374,18,479,350,27,0.3257142857142857,
3555,YJR121W,13,56,0,0,1535,14,0.34071661237785017,
3556,YJR122W,19,74,1,2,1493,14,0.12993971868720694,
3557,YJR123W,0,0,0,0,677,14,1.0,
3558,YJR124C,26,404,6,90,1346,120,0.12407132243684993,
3559,YJR125C,23,134,9,234,1226,10,0.30261011419249595,
3560,YJR126C,42,305,9,78,2435,37,0.13305954825462013,
3561,YJR127C,117,1953,10,166,4142,18,0.06542732979237084,
3562,YJR128W,41,1056,8,130,359,18,0.1866295264623956,
3563,YJR129C,75,1458,0,0,1019,2,0.0647693817468106,
3564,YJR130C,23,329,18,929,1919,8,0.1938509640437728,
3565,YJR131W,33,472,4,100,1649,2,0.11885991510006065,
3566,YJR132W,16,192,1,13,3146,2,0.3550540368722187,
3567,YJR133W,16,85,2,2,629,46,0.3084260731319555,
3568,YJR134C,21,269,3,34,2123,72,0.1544983513895431,
3569,YJR135C,23,157,3,18,719,72,0.15438108484005564,
3570,YJR135W-A,0,0,5,79,263,72,1.0,
3571,YJR136C,1,4,0,0,1265,72,0.7367588932806324,
3572,YJR137C,86,1229,16,393,4328,3,0.15318853974121996,
3573,YJR138W,79,770,5,20,4754,5,0.09402608329827514,
3574,YJR139C,2,8,0,0,1079,5,0.8155699721964782,
3575,YJR140C,37,403,3,31,4946,46,0.2602102709260008,
3576,YJR140W-A,2,4,3,36,149,7,0.7583892617449665,
3577,YJR141W,0,0,0,0,1043,0,1.0,ess
3578,YJR142W,47,717,4,29,1028,30,0.16439688715953307,
3579,YJR143C,22,296,3,32,2288,30,0.1848776223776224,
3580,YJR144W,13,66,1,4,809,51,0.26081582200247216,
3581,YJR145C,2,5,0,0,1041,56,0.44188280499519694,
3582,YJR146W,23,195,11,292,353,56,0.1359773371104816,
3583,YJR147W,35,681,7,86,1076,56,0.3466542750929368,
3584,YJR148W,75,1424,3,42,1130,53,0.07256637168141593,
3585,YJR149W,35,775,18,1424,1214,31,0.14250411861614498,
3586,YJR150C,11,96,7,111,896,91,0.32254464285714285,
3587,YJR151C,23,507,6,70,3485,59,0.3896700143472023,
3588,YJR151W-A,3,64,1,1,50,25,0.66,
3589,YJR152W,19,117,3,4,1631,0,0.19619865113427346,
3590,YJR153W,21,402,2,13,1085,2,0.19539170506912446,
3591,YJR154W,27,400,3,4,1040,2,0.21346153846153845,
3592,YJR155W,18,159,2,14,866,8,0.25981524249422633,
3593,YJR156C,0,0,0,0,1022,8,1.0,
3594,YJR157W,1,33,0,0,362,0,0.8066298342541437,
3595,YJR158W,0,0,0,0,1703,5,1.0,
3596,YJR159W,5,318,0,0,1073,21,0.31500465983224607,
3597,YJR160C,4,16,0,0,1808,21,0.8313053097345132,
3598,YJR161C,5,37,2,2,1151,21,0.5386620330147698,
3599,YJR162C,15,429,10,147,350,21,0.2342857142857143,
3600,YKL225W,20,1315,3,452,347,35,0.2853025936599424,
3601,YKL224C,1,1,0,0,371,17,0.9649595687331536,
3602,YKL223W,16,414,0,0,332,29,0.3795180722891566,
3603,YKL222C,29,294,1,11,2117,72,0.20406235238545112,
3604,YKL221W,41,475,6,69,1421,24,0.16678395496129486,
3605,YKL220C,34,451,1,8,2135,279,0.1081967213114754,
3606,YKL219W,15,146,8,161,1223,59,0.2428454619787408,
3607,YKL218C,42,831,2,9,980,8,0.14591836734693878,
3608,YKL217W,75,695,7,50,1850,6,0.1281081081081081,
3609,YKL216W,6,29,2,7,944,20,0.2891949152542373,
3610,YKL215C,87,864,2,20,3860,62,0.05725388601036269,
3611,YKL214C,11,39,4,43,611,62,0.3273322422258593,
3612,YKL213C,33,246,6,23,2147,2,0.2231020027945971,
3613,YKL212W,15,136,0,0,1871,1,0.23944414751469806,
3614,YKL211C,16,219,4,47,1454,27,0.2696011004126547,
3615,YKL210W,19,68,1,4,3074,5,0.2199089134677944,ess
3616,YKL209C,65,1022,1,5,3872,18,0.096849173553719,
3617,YKL208W,22,77,2,4,815,18,0.29938650306748466,
3618,YKL207W,19,168,6,448,761,18,0.17345597897503284,
3619,YKL206C,17,401,1,1,803,18,0.2341220423412204,
3620,YKL205W,25,161,2,9,3302,18,0.1977589339794064,
3621,YKL204W,14,86,1,9,1898,8,0.256059009483667,
3622,YKL203C,67,363,2,19,7424,32,0.18655711206896552,ess
3623,YKL202W,1,888,1,3,581,30,0.8829604130808949,
3624,YKL201C,57,801,5,45,3536,5,0.1515837104072398,
3625,YKL198C,389,31601,6,276,1988,2,0.04124748490945674,
3626,YKL197C,55,557,11,927,3131,16,0.1702331523474928,
3627,YKL196C,3,21,0,0,602,43,0.6661129568106312,ess
3628,YKL195W,3,13,0,0,1211,12,0.6763005780346821,ess
3629,YKL194C,18,135,4,37,1388,12,0.1930835734870317,
3630,YKL193C,9,58,0,0,1016,23,0.4596456692913386,ess
3631,YKL192C,6,31,7,48,377,23,0.6604774535809018,
3632,YKL191W,14,61,6,71,1604,165,0.16895261845386533,
3633,YKL190W,5,52,13,258,603,18,0.5174129353233831,
3634,YKL189W,4,19,0,0,1199,120,0.4687239366138449,ess
3635,YKL188C,36,358,1,3,2561,1,0.09332292073408824,
3636,YKL187C,96,1301,9,184,2252,80,0.09591474245115453,
3637,YKL186C,15,61,19,890,721,80,0.2385575589459085,
3638,YKL185W,52,525,4,55,1766,80,0.12344280860702153,
3639,YKL184W,29,462,1,45,1400,1,0.4235714285714286,
3640,YKL183C-A,36,1778,1,10,212,0,0.14150943396226415,
3641,YKL183W,87,3071,1,10,920,14,0.15,
3642,YKL182W,46,293,0,0,6155,19,0.18050365556458164,
3643,YKL181W,11,85,1,2,1283,8,0.4169914263445051,
3644,YKL180W,4,49,0,0,860,18,0.4511627906976744,
3645,YKL179C,28,260,13,657,2039,6,0.20892594409024032,
3646,YKL178C,28,281,3,124,1412,6,0.113314447592068,
3647,YKL177W,9,92,3,6,338,6,0.3076923076923077,
3648,YKL176C,24,101,1,3,2486,28,0.18905872888173766,
3649,YKL175W,53,759,7,152,1511,1,0.08338848444738584,
3650,YKL174C,11,102,2,10,1856,4,0.7246767241379308,
3651,YKL173W,1,4,0,0,3026,41,0.9861202908129544,ess
3652,YKL172W,1,4,0,0,1283,28,0.8994544037412315,ess
3653,YKL171W,47,1196,3,47,2786,36,0.09834888729361092,
3654,YKL170W,1,3,2,8,416,16,0.8798076923076923,
3655,YKL169C,0,0,2,7,383,16,1.0,
3656,YKL168C,49,387,7,107,2174,53,0.11591536338546457,
3657,YKL167C,11,111,9,271,413,138,0.2929782082324455,
3658,YKL166C,16,195,4,14,1196,6,0.25501672240802675,
3659,YKL165C-A,7,77,10,66,233,11,0.2446351931330472,
3660,YKL165C,25,150,0,0,2759,0,0.133381660021747,
3661,YKL164C,3,5,3,42,1025,52,0.7170731707317073,
3662,YKL163W,12,84,0,0,977,37,0.4165813715455476,
3663,YKL162C-A,1,7,1,5,152,37,0.8421052631578947,
3664,YKL162C,28,202,2,7,1208,34,0.2640728476821192,
3665,YKL161C,12,88,0,0,1301,5,0.4089162182936203,
3666,YKL160W,5,156,2,7,437,49,0.3112128146453089,
3667,YKL159C,7,230,9,65,635,0,0.4425196850393701,
3668,YKL157W,72,1193,8,221,3241,6,0.12311015118790496,
3669,YKL156W,3,27,12,419,599,11,0.7529215358931552,
3670,YKL156C-A,2,9,0,0,116,6,0.8879310344827587,
3671,YKL155C,14,75,0,0,1886,17,0.7279957582184517,
3672,YKL154W,8,27,1,2,734,45,0.36103542234332425,
3673,YKL153W,5,27,7,40,509,12,0.487229862475442,
3674,YKL152C,6,30,2,4,743,13,0.3257065948855989,
3675,YKL151C,48,901,16,80,1013,1,0.10365251727541956,
3676,YKL150W,54,641,11,488,1052,6,0.09125475285171104,
3677,YKL149C,12,70,3,17,1217,34,0.3155299917830731,
3678,YKL148C,114,1424,3,21,1922,12,0.06347554630593133,
3679,YKL147C,57,1535,4,266,617,12,0.1458670988654781,
3680,YKL146W,62,1177,14,560,2078,3,0.17757459095283926,
3681,YKL145W,6,41,1,26,1403,5,0.6735566642908054,ess
3682,YKL145W-A,0,0,0,0,92,0,1.0,
3683,YKL144C,4,17,0,0,638,4,0.6959247648902821,ess
3684,YKL143W,10,141,2,17,1391,4,0.6714593817397556,
3685,YKL142W,5,39,2,26,659,10,0.3125948406676783,
3686,YKL141W,6,58,1,4,596,10,0.3724832214765101,
3687,YKL140W,14,299,1,1,1646,14,0.14641555285540706,
3688,YKL139W,5,50,0,0,1586,19,0.6519546027742749,
3689,YKL138C-A,0,0,3,12,209,1,1.0,
3690,YKL138C,4,38,2,28,395,15,0.7088607594936709,
3691,YKL137W,0,0,1,10,335,12,1.0,
3692,YKL136W,6,56,4,33,398,13,0.3417085427135678,
3693,YKL135C,24,144,0,0,2180,13,0.2610091743119266,
3694,YKL134C,12,55,0,0,2318,32,0.4089732528041415,
3695,YKL133C,13,283,2,9,1391,52,0.2559309849029475,
3696,YKL132C,34,302,0,0,1292,97,0.30030959752321984,
3697,YKL131W,5,70,0,0,521,97,0.3838771593090211,
3698,YKL130C,4,33,3,54,740,20,0.4202702702702703,
3699,YKL129C,48,615,3,15,3818,1,0.1966998428496595,
3700,YKL128C,31,361,4,195,887,25,0.19052987598647125,
3701,YKL127W,45,348,10,308,1712,16,0.1016355140186916,
3702,YKL126W,14,79,1,3,2042,52,0.48041136141038204,
3703,YKL125W,8,23,0,0,1883,36,0.5613382899628253,ess
3704,YKL124W,38,377,2,28,1739,4,0.09315698677400804,
3705,YKL123W,14,90,3,6,380,4,0.17894736842105266,
3706,YKL122C,3,29,0,0,503,4,0.4652087475149106,
3707,YKL121W,33,483,0,0,2558,18,0.18686473807662235,
3708,YKL120W,31,584,2,107,974,18,0.1273100616016427,
3709,YKL119C,6,17,0,0,647,2,0.34775888717156106,
3710,YKL118W,5,125,0,0,311,2,0.6463022508038585,
3711,YKL117W,13,89,12,722,650,139,0.24153846153846156,
3712,YKL116C,19,162,3,4,1556,236,0.2017994858611825,
3713,YKL115C,7,33,0,0,392,236,0.4642857142857143,
3714,YKL114C,27,374,7,79,1103,18,0.200362647325476,
3715,YKL113C,4,22,1,2,1148,3,0.49041811846689903,
3716,YKL112W,17,193,2,13,2195,11,0.2328018223234624,
3717,YKL111C,6,149,0,0,335,11,0.38208955223880603,
3718,YKL110C,15,75,5,141,941,1,0.28374070138150903,
3719,YKL109W,72,1090,0,0,1664,10,0.15504807692307693,
3720,YKL108W,7,33,0,0,1361,5,0.5143277002204262,ess
3721,YKL107W,12,113,0,0,929,27,0.3401506996770721,
3722,YKL106C-A,5,112,7,347,119,27,0.5126050420168067,
3723,YKL106W,9,72,1,3,1355,31,0.25018450184501845,
3724,YKL105C,63,584,1,2,3398,31,0.08298999411418481,
3725,YKL104C,12,41,0,0,2153,4,0.23269856014862986,ess
3726,YKL103C,39,538,2,5,1544,9,0.13665803108808292,
3727,YKL102C,25,363,15,350,305,51,0.14098360655737704,
3728,YKL101W,62,840,1,4,4556,49,0.0985513608428446,
3729,YKL100C,37,286,12,166,1763,31,0.2450368689733409,
3730,YKL100W-A,1,8,0,0,89,49,0.5955056179775281,
3731,YKL099C,8,71,0,0,752,15,0.3550531914893617,ess
3732,YKL098W,20,185,5,158,1073,15,0.16589002795899346,
3733,YKL097C,59,1596,7,276,410,15,0.08536585365853659,
3734,YKL096C-B,0,0,0,0,149,15,1.0,
3735,YKL096W-A,0,0,0,0,278,0,1.0,
3736,YKL096W,51,951,1,3,719,61,0.15299026425591095,
3737,YKL095W,6,42,0,0,836,63,0.472488038277512,
3738,YKL094W,43,574,18,418,941,6,0.1232731137088204,
3739,YKL093W,17,157,4,6,1019,11,0.18547595682041215,
3740,YKL092C,26,165,1,30,3314,18,0.14906457453228728,
3741,YKL091C,18,181,8,109,932,34,0.26502145922746784,
3742,YKL090W,26,484,12,148,1331,24,0.1728024042073629,
3743,YKL089W,0,0,1,7,1649,22,1.0,
3744,YKL088W,8,43,2,18,1715,3,0.6064139941690962,
3745,YKL087C,17,408,1,1,674,3,0.1810089020771513,
3746,YKL086W,94,4200,12,334,383,3,0.05221932114882506,
3747,YKL085W,32,571,1,1,1004,8,0.19123505976095614,
3748,YKL084W,35,1477,15,180,350,8,0.20285714285714285,
3749,YKL083W,8,110,1,2,614,21,0.8843648208469055,
3750,YKL082C,7,26,0,0,1304,21,0.4838957055214724,
3751,YKL081W,32,484,5,384,1564,6,0.16176470588235295,
3752,YKL080W,1,1,0,0,1178,0,0.9906621392190152,
3753,YKL079W,44,323,1,3,1970,20,0.1182741116751269,
3754,YKL078W,1,19,1,3,2207,18,0.9855006796556413,ess
3755,YKL077W,13,256,3,13,1178,13,0.2767402376910017,
3756,YKL076C,5,16,0,0,383,35,0.2349869451697128,
3757,YKL075C,16,85,2,10,1352,66,0.21523668639053253,
3758,YKL074C,23,198,12,563,1583,6,0.21983575489576754,
3759,YKL073W,12,130,4,11,2645,158,0.3047258979206049,
3760,YKL072W,46,366,1,1,2300,25,0.1743478260869565,
3761,YKL071W,11,58,0,0,770,25,0.2753246753246753,
3762,YKL070W,8,67,1,10,509,22,0.4204322200392927,
3763,YKL069W,15,93,15,234,542,78,0.24538745387453875,
3764,YKL068W-A,1,72,6,245,236,78,0.7457627118644068,
3765,YKL068W,33,276,2,44,2879,137,0.1458839874956582,
3766,YKL067W,11,220,0,0,461,2,0.3145336225596529,
3767,YKL066W,52,1076,1,10,443,4,0.11512415349887133,
3768,YKL065W-A,8,46,5,126,221,0,0.34841628959276016,
3769,YKL065C,18,191,8,175,620,9,0.2290322580645161,
3770,YKL064W,63,2216,9,366,2909,0,0.10140941904434514,
3771,YKL063C,11,83,2,4,503,1,0.3518886679920477,
3772,YKL062W,28,280,3,51,1892,0,0.21141649048625796,
3773,YKL061W,8,214,3,7,341,26,0.2316715542521994,
3774,YKL060C,9,44,0,0,1079,11,0.2965708989805375,ess
3775,YKL059C,12,133,0,0,1325,0,0.44981132075471697,ess
3776,YKL058W,0,0,0,0,368,1,1.0,ess
3777,YKL057C,11,58,0,0,3113,5,0.7160295534853839,
3778,YKL056C,4,17,0,0,503,5,0.3737574552683897,
3779,YKL055C,15,90,1,2,836,30,0.2882775119617225,
3780,YKL054C,2,13,0,0,2216,11,0.8470216606498195,
3781,YKL053C-A,1,6,0,0,260,14,0.7230769230769231,
3782,YKL053W,21,578,1,1,374,14,0.3716577540106952,
3783,YKL052C,30,305,5,53,878,14,0.15831435079726652,
3784,YKL051W,29,512,8,52,1061,8,0.18567389255419414,
3785,YKL050C,41,394,0,0,2768,41,0.1315028901734104,
3786,YKL049C,2,5,0,0,689,4,0.9172714078374457,ess
3787,YKL048C,5,20,1,9,1922,18,0.6633714880332986,
3788,YKL047W,32,336,1,3,1550,7,0.4903225806451613,
3789,YKL046C,47,853,3,89,1349,60,0.1363973313565604,
3790,YKL045W,19,318,0,0,1586,56,0.6967213114754098,ess
3791,YKL044W,20,250,11,203,320,80,0.1625,
3792,YKL043W,20,125,4,23,1100,80,0.14909090909090908,
3793,YKL042W,5,14,0,0,1091,30,0.5728689275893676,
3794,YKL041W,3,8,1,1,674,30,0.7166172106824926,
3795,YKL040C,10,86,1,24,770,32,0.2935064935064935,
3796,YKL039W,45,429,2,8,1571,3,0.08402291534054743,
3797,YKL038W,89,3385,1,77,3512,14,0.15176537585421412,
3798,YKL037W,47,924,11,159,356,42,0.12359550561797752,
3799,YKL036C,31,649,0,0,392,73,0.32653061224489793,
3800,YKL035W,21,168,1,4,1499,75,0.19279519679786525,ess
3801,YKL034W,65,911,0,0,2276,1,0.12170474516695955,
3802,YKL033W-A,16,142,2,177,710,52,0.18732394366197186,
3803,YKL033W,25,157,1,3,3116,16,0.22978177150192555,ess
3804,YKL032C,26,311,0,0,1793,61,0.21305075292805356,
3805,YKL031W,16,98,0,0,413,27,0.18401937046004846,
3806,YKL030W,67,1150,6,45,605,27,0.14380165289256194,
3807,YKL029C,187,4828,4,15,2009,5,0.051269288203086114,
3808,YKL028W,6,74,0,0,1448,5,0.3045580110497237,ess
3809,YKL027W,26,167,0,0,1343,0,0.11020104244229337,
3810,YKL026C,19,699,15,153,503,0,0.22664015904572565,
3811,YKL025C,44,638,7,68,2039,7,0.196174595389897,
3812,YKL024C,9,40,0,0,614,22,0.3778501628664495,ess
3813,YKL023C-A,2,12,4,167,227,22,0.8942731277533039,
3814,YKL023W,14,130,26,1194,833,6,0.2376950780312125,
3815,YKL022C,29,274,9,276,2522,0,0.4381443298969072,ess
3816,YKL021C,15,189,0,0,1406,16,0.6059743954480796,ess
3817,YKL020C,35,338,1,17,3248,0,0.1828817733990148,
3818,YKL019W,11,83,1,27,950,0,0.21578947368421053,ess
3819,YKL018C-A,7,42,5,81,299,0,0.4414715719063545,
3820,YKL018W,6,24,1,4,989,0,0.43174924165824063,
3821,YKL017C,33,326,11,378,2051,7,0.14285714285714285,
