hits_count,reads_count,hits_count_pro,ratio_hits_prom,insertion_index,NI,NI_ratio,HFI,HFI_ratio,orf,label
0.12,0.04,3,0.42857142857142855,0.017444843509492047,0.4706687190011972,0.8634920634920635,0.21959979476654687,0.6682242990654206,YBL075C,non_ess
0.12,0.04,6,1.2,0.008064516129032258,0.2015565080081209,1.6363636363636365,0.6330645161290323,1.2165605095541399,YBL071W-A,non_ess
0.12,0.04,2,0.3333333333333333,0.025,0.7295519050485938,1.0430463576158941,0.2272727272727273,1.842857142857143,YBL071C,non_ess
0.12,0.04,6,1.5,0.025,0.7371274834437087,0.9105960264900664,0.340625,0.8440366972477064,YBL070C,non_ess
0.12,0.04,5,1.6666666666666667,0.025,0.6007690491449389,0.9586956521739134,0.16291698991466252,1.1,YBL069W,non_ess
0.12,0.04,3,0.75,0.01694915254237288,0.3703487239431132,2.0,1.0,1.0,YBL068W-A,non_ess
0.12,0.04,3,3.0,0.010204081632653059,0.2229650480882008,0.5100574712643677,0.44387755102040816,0.3632183908045977,YBL068W,non_ess
0.12,0.04,2,2.0,0.006687472135532769,0.1486147379147825,1.0285714285714287,0.29335711101203743,0.9528875379939208,YBL067C,non_ess
0.12,0.04,3,0.42857142857142855,0.007835171213000579,0.17169977346338908,0.4026171637248935,0.1717933836331979,0.6013513513513514,YBL066C,non_ess
0.12,0.04,3,4.0,0.02325581395348837,0.5484045429962141,0.4518272425249169,0.5465116279069767,1.021276595744681,YBL065W,non_ess
0.12,0.04,6,3.0,0.025,0.7248211660950514,1.1294117647058823,0.16305732484076432,1.578125,YBL064C,non_ess
