Gene,systematic_name,Annot
YBR062C,YBR062C,No
YBR064W,YBR064W,No
YBR071W,YBR071W,No
YBR096W,YBR096W,No
YBR113W,YBR113W,No
YBR137W,YBR137W,No
BMT2,YBR141C,No
RTC2,YBR147W,No
CSH1,YBR161W,No
PEX32,YBR168W,No
GDT1,YBR187W,No
YBR206W,YBR206W,No
YBR219C,YBR219C,No
YBR225W,YBR225W,No
VHC1,YBR235W,No
ERT1,YBR239C,No
YBR242W,YBR242W,No
SPO23,YBR250W,No
YBR259W,YBR259W,No
TAE1,YBR261C,No
SLM6,YBR266C,No
REI1,YBR267W,No
BIT2,YBR270C,No
EFM2,YBR271W,No
UBX7,YBR273C,No
YBR277C,YBR277C,No
SAF1,YBR280C,No
DUG2,YBR281C,No
YBR284W,YBR284W,No
YBR285W,YBR285W,No
YBR292C,YBR292C,No
VBA2,YBR293W,No
YBR300C,YBR300C,No
YCL001W-A,YCL001W-A,No
YCL023C,YCL023C,No
MXR2,YCL033C,No
MGR1,YCL044C,No
YCL046W,YCL046W,No
SPS22,YCL048W,No
VBA3,YCL069W,No
YCL076W,YCL076W,No
YCR006C,YCR006C,No
CTO1,YCR015C,No
YCR023C,YCR023C,No
YCR025C,YCR025C,No
YCR043C,YCR043C,No
YCR049C,YCR049C,No
YCR051W,YCR051W,No
FUB1,YCR076C,No
AHC2,YCR082W,No
YCR099C,YCR099C,No
YCR101C,YCR101C,No
YCR102W-A,YCR102W-A,No
YDL009C,YDL009C,No
YDL011C,YDL011C,No
RTK1,YDL025C,No
YDL032W,YDL032W,No
YDL034W,YDL034W,No
YDL057W,YDL057W,No
YDL062W,YDL062W,No
YDL068W,YDL068W,No
AHK1,YDL073W,No
YDL086W,YDL086W,No
UBX3,YDL091C,No
OPI6,YDL096C,No
TMA17,YDL110C,No
YDL114W,YDL114W,No
YDL129W,YDL129W,No
YDL144C,YDL144C,No
CMR1,YDL156W,No
YDL157C,YDL157C,No
YDL158C,YDL158C,No
YDL162C,YDL162C,No
YDL176W,YDL176W,No
YDL177C,YDL177C,No
YDL180W,YDL180W,No
YDL183C,YDL183C,No
YDL187C,YDL187C,No
YDL199C,YDL199C,No
AIM6,YDL237W,No
YDL242W,YDL242W,No
DAS2,YDR020C,No
YDR029W,YDR029W,No
YDR042C,YDR042C,No
YDR061W,YDR061W,No
ILT1,YDR090C,No
YDR094W,YDR094W,No
YDR102C,YDR102C,No
TMN2,YDR107C,No
YDR124W,YDR124W,No
MTC5,YDR128W,No
MRX16,YDR132C,No
CCW22,YDR134C,No
UPS3,YDR185C,No
YDR199W,YDR199W,No
YDR203W,YDR203W,No
YDR209C,YDR209C,No
MFB1,YDR219C,No
YDR222W,YDR222W,No
YDR248C,YDR248C,No
YDR250C,YDR250C,No
YDR262W,YDR262W,No
YDR271C,YDR271C,No
MGP12,YDR286C,No
HRQ1,YDR291W,No
PMT7,YDR307W,No
OMS1,YDR316W,No
HIM1,YDR317W,No
YFT2,YDR319C,No
UBX5,YDR330W,No
IRC3,YDR332W,No
RQC1,YDR333C,No
YDR338C,YDR338C,No
YDR340W,YDR340W,No
YDR344C,YDR344C,No
PAL1,YDR348C,No
YPQ2,YDR352W,No
CNL1,YDR357C,No
YDR391C,YDR391C,No
YDR415C,YDR415C,No
BNA7,YDR428C,No
YDR442W,YDR442W,No
HHF1,YBR009C,No
KAP104,YBR017C,No
YML012C-A,YML012C-A,No
ACL4,YDR161W,No
YMR057C,YMR057C,No
LDO16,YMR148W,No
ADD37,YMR184W,No
YMR226C,YMR226C,No
TRM732,YMR259C,No
YGR201C,YGR201C,No
RIE1,YGR250C,No
YHR049C-A,YHR049C-A,No
ANS1,YHR126C,No
YHR182W,YHR182W,No
YBR232C,YBR232C,No
POF1,YCL047C,No
YPL264C,YPL264C,No
YLR428C,YLR428C,No
TDA9,YML081W,No
YML119W,YML119W,No
YET2,YMR040W,No
YHR045W,YHR045W,No
DMA1,YHR115C,No
YHR140W,YHR140W,No
YIL014C-A,YIL014C-A,No
RGI2,YIL057C,No
YDL186W,YDL186W,No
YDR015C,YDR015C,No
RRG1,YDR065W,No
YDR114C,YDR114C,No
YDR154C,YDR154C,No
YLR269C,YLR269C,No
CPD1,YGR247W,No
CYM1,YDR430C,No
AIR2,YDL175C,No
CWC21,YDR482C,No
RDR1,YOR380W,No
NEJ1,YLR265C,No
ZRT3,YKL175W,No
PUS5,YLR165C,No
NGL1,YOL042W,No
MSC6,YOR354C,No
VAM3,YOR106W,No
LCB4,YOR171C,No
SLK19,YOR195W,No
STE13,YOR219C,No
ATG10,YLL042C,No
ADE16,YLR028C,No
ERG3,YLR056W,No
SRL2,YLR082C,No
ARN1,YHL040C,No
AAP1,YHR047C,No
NMD2,YHR077C,No
CTM1,YHR109W,No
YCK1,YHR135C,No
RMT2,YDR465C,No
ITR1,YDR497C,No
EUG1,YDR518W,No
UTR4,YEL038W,No
CBP6,YBR120C,No
AGP2,YBR132C,No
EXO5,YBR163W,No
DTR1,YBR180W,No
PEX6,YNL329C,No
CSE2,YNR010W,No
ZRG17,YNR039C,No
RPS25B,YLR333C,No
NMD4,YLR363C,No
RPS29A,YLR388W,No
ECM7,YLR443W,No
SWI3,YJL176C,No
RPL39,YJL189W,No
POL32,YJR043C,No
NTA1,YJR062C,No
ZRT1,YGL255W,No
GSC2,YGR032W,No
UPF3,YGR072W,No
MRP13,YGR084C,No
CTA1,YDR256C,No
MTH1,YDR277C,No
MDH3,YDL078C,No
TRM3,YDL112W,No
YOR248W,YOR248W,No
OCT1,YKL134C,No
ADE5_7,YGL234W,No
DUR1_2,YBR208C,No
ARG5_6,ER069W,No
