Gene,systematic_name,Annot
QCR2,YPR191W,No
HPA2,YPR193C,No
SGE1,YPR198W,No
ARR2,YPR200C,No
MSC2,YDR205W,No
OPT2,YPR194C,No
PRM7,YDL039C,No
CAF120,YNL278W,No
TOS2,YGR221C,No
ADY2,YCR010C,No
MNL1,YHR204W,No
WSS1,YHR134W,No
PRM8,YGL053W,No
RSM23,YGL129C,No
UFO1,YML088W,No
RSM18,YER050C,No
RSM25,YIL093C,No
PNP1,YLR209C,No
SPG1,YGR236C,No
ODC2,YOR222W,No
OSH3,YHR073W,No
GPB1,YOR371C,No
RRP8,YDR083W,No
AUS1,YOR011W,No
IMD3,YLR432W,No
RSM19,YNR037C,No
RSM7,YJR113C,No
PRM2,YIL037C,No
PRM3,YPL192C,No
SDT1,YGL224C,No
GPB2,YAL056W,No
THP2,YHR167W,No
PRM5,YIL117C,No
DID4,YKL002W,No
THP1,YOL072W,No
RSM24,YDR175C,No
RSM22,YKL155C,No
PRM6,YML047C,No
SWA2,YDR320C,No
TOS8,YGL096W,No
PRM10,YJL108C,No
PHM7,YOL084W,No
SHU1,YHL006C,No
IMD4,YML056C,No
ATG15,YCR068W,No
ATG22,YCL038C,No
OSH2,YDL019C,No
PRM9,YAR031W,No
CAF130,YGR134W,No
TOS4,YLR183C,No
TOS1,YBR162C,No
PHM8,YER037W,No
FAU1,YER183C,No
RSM27,YGR215W,No
TPP1,YMR156C,No
PRR1,YKL116C,No
IES3,YLR052W,No
IES2,YNL215W,No
YIH1,YCR059C,No
PRR2,YDL214C,No
SWF1,YDR126W,No
SLX8,YER116C,No
SLX4,YLR135W,No
SDH7,YDR511W,No
SLX1,YBR228W,No
VPS60,YDR486C,No
EDE1,YBL047C,No
FPR1,YNL135C,No
DGK1,YOR311C,No
NGL2,YMR285C,No
NGL3,YML118W,No
ARO80,YDR421W,No
ARO10,YDR380W,No
MSC3,YLR219W,No
MSC7,YHR039C,No
MSC1,YML128C,No
ERG28,YER044C,No
BUD21,YOR078W,No
BUD16,YEL029C,No
BUD17,YNR027W,No
BUD20,YLR074C,No
BUD23,YCR047C,No
BUD26,YDR241W,No
BUD14,YAR014C,No
BUD19,YJL188C,No
BUD13,YGL174W,No
BUD22,YMR014W,No
BUD28,YLR062C,No
BUD32,YGR262C,No
BUD31,YCR063W,No
RRI1,YDL216C,No
ATG11,YPR049C,No
KHA1,YJL094C,No
UGO1,YDR470C,No
CCW12,YLR110C,No
YEN1,YER041W,No
CRP1,YHR146W,No
DUS1,YML080W,No
AQR1,YNL065W,No
MAM1,YER106W,No
RSN1,YMR266W,No
PCI8,YIL071C,No
PAN6,YIL145C,No
FYV4,YHR059W,No
FYV6,YNL133C,No
FYV10,YIL097W,No
FYV7,YLR068W,No
EMC5,YIL027C,No
FYV1,YDR024W,No
FYV8,YGR196C,No
FYV12,YOR183W,No
FYV5,YCL058C,No
MPM1,YJL066C,No
ATG18,YFR021W,No
CSM1,YCR086W,No
SPO73,YER046W,No
SPO77,YLR341W,No
SMA1,YPL027W,No
CSM3,YMR048W,No
ADY4,YLR227C,No
CSM4,YPL200W,No
SPO74,YGL170C,No
CSM2,YIL132C,No
SPO75,YLL005C,No
ADY3,YDL239C,No
MND2,YIR025W,No
SMA2,YML066C,No
MRS1,YIR021W,No
TIP41,YPR040W,No
OSH6,YKR003W,No
SIZ1,YDR409W,No
SKI7,YOR076C,No
ACA1,YER045C,No
ERV2,YPR037C,No
DNF2,YDR093W,No
DNF1,YER166W,No
PAU23,YLR037C,No
TMT1,YER175C,No
DNF3,YMR162C,No
PAU24,YBR301W,No
FIT2,YOR382W,No
FIT3,YOR383C,No
FIT1,YDR534C,No
MFM1,YPL060W,No
TIR3,YIL011W,No
TIR4,YOR009W,No
EPS1,YIL005W,No
PHO91,YNR013C,No
GBP2,YCL011C,No
BUD3,YCL014W,No
YBL096C,YBL096C,No
MIX23,YBL107C,No
DSF2,YBR007C,No
YBR013C,YBR013C,No
YBR016W,YBR016W,No
OLA1,YBR025C,No
YPK3,YBR028C,No
YBR032W,YBR032W,No
CST26,YBR042C,No
YBR051W,YBR051W,No
YBR053C,YBR053C,No
YBR063C,YBR063C,No
PFF1,YBR074W,No
SLM4,YBR077C,No
YBR090C,YBR090C,No
YBR099C,YBR099C,No
YBR116C,YBR116C,No
ATG42,YBR139W,No
YBR144C,YBR144C,No
IFA38,YBR159W,No
YBR174C,YBR174C,No
YBR178W,YBR178W,No
YBR184W,YBR184W,No
YBR197C,YBR197C,No
LDH1,YBR204C,No
YBR209W,YBR209W,No
YBR220C,YBR220C,No
YBR224W,YBR224W,No
YBR226C,YBR226C,No
OM14,YBR230C,No
YBR238C,YBR238C,No
YBR241C,YBR241C,No
RRT2,YBR246W,No
YCL002C,YCL002C,No
YCL022C,YCL022C,No
YCL042W,YCL042W,No
EMC1,YCL045C,No
YCL049C,YCL049C,No
PEX34,YCL056C,No
YCL074W,YCL074W,No
YCL075W,YCL075W,No
YCR001W,YCR001W,No
YCR016W,YCR016W,No
YCR022C,YCR022C,No
SLM5,YCR024C,No
RRT12,YCR045C,No
YCR050C,YCR050C,No
YCR061W,YCR061W,No
YCR064C,YCR064C,No
PTC6,YCR079W,No
YCR085W,YCR085W,No
YCR087C-A,YCR087C-A,No
YCR090C,YCR090C,No
OCA4,YCR095C,No
EMA35,YCR100C,No
YCR102C,YCR102C,No
YDL012C,YDL012C,No
YDL026W,YDL026W,No
MRX9,YDL027C,No
SLM3,YDL033C,No
PUS9,YDL036C,No
YDL050C,YDL050C,No
SYO1,YDL063C,No
YDL071C,YDL071C,No
YET3,YDL072C,No
NUR1,YDL089W,No
YDL094C,YDL094C,No
BUG1,YDL099W,No
YDL109C,YDL109C,No
HEM25,YDL119C,No
EXP1,YDL121C,No
YDL124W,YDL124W,No
YDL206W,YDL206W,No
YDL211C,YDL211C,No
YDL218W,YDL218W,No
MFG1,YDL233W,No
GUD1,YDL238C,No
YDL241W,YDL241W,No
RCR2,YDR003W,No
YDR010C,YDR010C,No
YDR018C,YDR018C,No
NSI1,YDR026C,No
MIX14,YDR031W,No
DET1,YDR051C,No
EMC10,YDR056C,No
AIM7,YDR063W,No
RTR2,YDR066C,No
VTC5,YDR089W,No
YDR095C,YDR095C,No
YDR109C,YDR109C,No
IRC2,YDR112W,No
MRX14,YDR115W,No
VBA4,YDR119W,No
YDR131C,YDR131C,No
YDR133C,YDR133C,No
YDR149C,YDR149C,No
NVJ3,YDR179W-A,No
SND1,YDR186C,No
YDR193W,YDR193W,No
RKM2,YDR198C,No
YDR210W,YDR210W,No
YDR215C,YDR215C,No
YDR220C,YDR220C,No
GTB1,YDR221W,No
CRF1,YDR223W,No
YDR230W,YDR230W,No
YDR239C,YDR239C,No
YDR249C,YDR249C,No
HEL2,YDR266C,No
YDR274C,YDR274C,No
YDR278C,YDR278C,No
MRX10,YDR282C,No
INM2,YDR287W,No
DXO1,YDR370C,No
PHO92,YDR374C,No
CIN10,YDR387C,No
YDR401W,YDR401W,No
DFM1,YDR411C,No
YDR426C,YDR426C,No
YDR431W,YDR431W,No
THI74,YDR438W,No
YDR445C,YDR445C,No
YDR455C,YDR455C,No
PFA5,YDR459C,No
YDR467C,YDR467C,No
YDR476C,YDR476C,No
YDR491C,YDR491C,No
YDR509W,YDR509W,No
YDR521W,YDR521W,No
YDR537C,YDR537C,No
IRC4,YDR540C,No
IRC22,YEL001C,No
YEL010W,YEL010W,No
NPP2,YEL016C,No
YEL023C,YEL023C,No
YEF1,YEL041W,No
FRD1,YEL047C,No
SDD1,YEL057C,No
YEL068C,YEL068C,No
TMA20,YER007C-A,No
YER034W,YER034W,No
YER039C-A,YER039C-A,No
PIC2,YER053C,No
TDA2,YER071C,No
ICP55,YER078C,No
VFA1,YER128W,No
YER134C,YER134C,No
YER137C,YER137C,No
EMP65,YER140W,No
YER152C,YER152C,No
YER158C,YER158C,No
GCG1,YER163C,No
YER186C,YER186C,No
YER188W,YER188W,No
YFL019C,YFL019C,No
YFL032W,YFL032W,No
MIL1,YFL034W,No
LAM5,YFL042C,No
OTU1,YFL044C,No
YFL051C,YFL051C,No
AQY3,YFL054C,No
YFR006W,YFR006W,No
DCV1,YFR012W,No
IGD1,YFR017C,No
YFR018C,YFR018C,No
ULI1,YFR026C,No
YFR035C,YFR035C,No
OSW7,YFR039C,No
DUG1,YFR044C,No
YFR054C,YFR054C,No
YFR056C,YFR056C,No
YGL034C,YGL034C,No
YGL041C,YGL041C,No
TYW3,YGL050W,No
PKP2,YGL059W,No
YGL072C,YGL072C,No
KXD1,YGL079W,No
YGL081W,YGL081W,No
LCL3,YGL085W,No
YGK1,YGL101W,No
YGL108C,YGL108C,No
YGL117W,YGL117W,No
YGL132W,YGL132W,No
SFB2,YNL049C,No
UBP2,YOR124C,No
IZH1,YDR492W,No
GMC1,YDR506C,No
AGP1,YCL025C,No
FUS1,YCL027W,No
BIK1,YCL029C,No
SRO9,YCL037C,No
LRE1,YCL051W,No
PRD1,YCL057W,No
CHA1,YCL064C,No
MRPL32,YCR003W,No
CIT2,YCR005C,No
RVS161,YCR009C,No
POL4,YCR014C,No
PET18,YCR020C,No
HTL1,YCR020W-B,No
PMP1,YCR024C-A,No
FEN2,YCR028C,No
RPS14A,YCR031C,No
RBK1,YCR036W,No
PER1,YCR044C,No
HCM1,YCR065W,No
SED4,YCR067C,No
IMG2,YCR071C,No
SOL2,YCR073W-A,No
PAT1,YCR077C,No
TRX3,YCR083W,No
ABP1,YCR088W,No
MSH3,YCR092C,No
NHP10,YDL002C,No
PTC1,YDL006W,No
GPM2,YDL021W,No
NAT1,YDL040C,No
SIT4,YDL047W,No
KNH1,YDL049C,No
SLC1,YDL052C,No
MBP1,YDL056W,No
IDP1,YDL066W,No
CBS1,YDL069C,No
RPL31A,YDL075W,No
THI3,YDL080C,No
RPL13A,YDL082W,No
ASM4,YDL088C,No
PMT5,YDL093W,No
NUP84,YDL116W,No
CYK3,YDL117W,No
UBP1,YDL122W,No
HNT1,YDL125C,No
VCX1,YDL128W,No
RPP1B,YDL130W,No
STF1,YDL130W-A,No
LYS21,YDL131W,No
RPL41B,YDL133C-A,No
RDI1,YDL135C,No
RPL35B,YDL136W,No
ARF2,YDL137W,No
RGT2,YDL138W,No
CRD1,YDL142C,No
ATG9,YDL149W,No
STE7,YDL159W,No
ENT1,YDL161W,No
SFA1,YDL168W,No
UGA3,YDL170W,No
DLD1,YDL174C,No
PCL9,YDL179W,No
LYS20,YDL182W,No
PPH22,YDL188C,No
RPL35A,YDL191W,No
SNF3,YDL194W,No
ASF2,YDL197C,No
MGT1,YDL200C,No
SHS1,YDL225W,No
HO,YDL227C,No
PTP1,YDL230W,No
OST4,YDL232W,No
LRG1,YDL240W,No
NTH1,YDR001C,No
RAD57,YDR004W,No
SOK1,YDR006C,No
SNQ2,YDR011W,No
KCS1,YDR017C,No
VPS54,YDR027C,No
RAD28,YDR030C,No
MRH1,YDR033W,No
NRG1,YDR043C,No
BAP3,YDR046C,No
TGL2,YDR058C,No
DOS2,YDR068W,No
IPT1,YDR072C,No
TPS2,YDR074W,No
RAD55,YDR076W,No
VPS41,YDR080W,No
UBC13,YDR092W,No
BMH2,YDR099W,No
SPO71,YDR104C,No
FOB1,YDR110W,No
TRM1,YDR120C,No
ECM18,YDR125C,No
SAC6,YDR129C,No
YCF1,YDR135C,No
HPR1,YDR138W,No
RUB1,YDR139C,No
PEX7,YDR142C,No
SAN1,YDR143C,No
MKC7,YDR144C,No
SWI5,YDR146C,No
EKI1,YDR147W,No
KGD2,YDR148C,No
NUM1,YDR150W,No
CTH1,YDR151C,No
CPR1,YDR155C,No
SAC3,YDR159W,No
HMO1,YDR174W,No
SAS4,YDR181C,No
PLP1,YDR183W,No
NUP42,YDR192C,No
REF2,YDR195W,No
COQ4,YDR204W,No
UME6,YDR207C,No
ADR1,YDR216W,No
SPR28,YDR218C,No
HTA1,YDR225W,No
SIR4,YDR227W,No
COX20,YDR231C,No
MNN10,YDR245W,No
PAM1,YDR251W,No
HSP78,YDR258C,No
SWM1,YDR260C,No
DIN7,YDR263C,No
MSW1,YDR268W,No
GLO2,YDR272W,No
DPP1,YDR284C,No
SSD1,YDR293C,No
HDA2,YDR295C,No
PRO1,YDR300C,No
HNT2,YDR305C,No
GIC2,YDR309C,No
PIB1,YDR313C,No
MCM21,YDR318W,No
MRPL35,YDR322W,No
MSN5,YDR335W,No
HXT3,YDR345C,No
YPS7,YDR349C,No
SBE2,YDR351W,No
GGA1,YDR358W,No
SEM1,YDR363W-A,No
XRS2,YDR369C,No
BCS1,YDR375C,No
ATP17,YDR377W,No
RGA2,YDR379W,No
RPP2B,YDR382W,No
MUS81,YDR386W,No
RVS167,YDR388W,No
SPT3,YDR392W,No
SHE9,YDR393W,No
HPT1,YDR399W,No
URH1,YDR400W,No
DIT2,YDR402C,No
DIT1,YDR403W,No
MRP20,YDR405W,No
PDR15,YDR406W,No
STE14,YDR410C,No
RAD30,YDR419W,No
SIP1,YDR422C,No
DYN2,YDR424C,No
PPM1,YDR435C,No
DOT1,YDR440W,No
SSN2,YDR443C,No
RPS17B,YDR447C,No
RPS18A,YDR450W,No
TOM1,YDR457W,No
MRPL28,YDR462W,No
PHO8,YDR481C,No
PAC11,YDR488C,No
VPS3,YDR495C,No
PLM2,YDR501W,No
PSP1,YDR505C,No
GRH1,YDR517W,No
FPR2,YDR519W,No
SPS1,YDR523C,No
HLR1,YDR528W,No
APA2,YDR530C,No
PAD1,YDR538W,No
GIM4,YEL003W,No
AIM17,YHL021C,No
VAC7,YNL054W,No
SUN4,YNL066W,No
RPL9B,YNL067W,No
RPL16B,YNL069C,No
LAT1,YNL071W,No
MSK1,YNL073W,No
TPM1,YNL079C,No
END3,YNL084C,No
YPT53,YNL093W,No
RAS2,YNL098C,No
INP52,YNL106C,No
MLS1,YNL117W,No
TOM70,YNL121C,No
MDG1,YNL173C,No
CHS1,YNL192W,No
WHI3,YNL197C,No
SPS19,YNL202W,No
SPS18,YNL204C,No
MER1,YNL210W,No
PEX17,YNL214W,No
CNM67,YNL225C,No
ELA1,YNL230C,No
KEX2,YNL238W,No
LAP3,YNL239W,No
ZWF1,YNL241C,No
SLA2,YNL243W,No
RPA49,YNL248C,No
RAD50,YNL250W,No
MRPL17,YNL252C,No
PDR17,YNL264C,No
IST1,YNL265C,No
BNI1,YNL271C,No
TOF1,YNL273W,No
PRM1,YNL279W,No
HCH1,YNL281W,No
PUS4,YNL292W,No
MSB3,YNL293W,No
CLA4,YNL298W,No
RPL18B,YNL301C,No
YPT11,YNL304W,No
ATP11,YNL315C,No
EGT2,YNL327W,No
MDJ2,YNL328C,No
RPD3,YNL330C,No
THI12,YNL332W,No
SNO2,YNL334C,No
YRF1-6,YNL339C,No
ATO2,YNR002C,No
LRO1,YNR008W,No
URK1,YNR012W,No
SNF12,YNR023W,No
CPR8,YNR028W,No
SSK2,YNR031C,No
PPG1,YNR032W,No
SOL1,YNR034W,No
COQ2,YNR041C,No
AGA1,YNR044W,No
MSO1,YNR049C,No
POP2,YNR052C,No
BIO5,YNR056C,No
BIO3,YNR058W,No
NTG2,YOL043C,No
GSH2,YOL049W,No
SPE2,YOL052C,No
GPM3,YOL056W,No
GPD2,YOL059W,No
MAM3,YOL060C,No
INP54,YOL065C,No
RTG1,YOL067C,No
REX4,YOL080C,No
ADH1,YOL086C,No
SPO21,YOL091W,No
COQ3,YOL096C,No
ITR2,YOL103W,No
WSC3,YOL105C,No
MSB4,YOL112W,No
PAP2,YOL115W,No
SMF1,YOL122C,No
PFK27,YOL136C,No
PPM2,YOL141W,No
FRE7,YOL152W,No
RRP6,YOR001W,No
YSP3,YOR003W,No
DNL4,YOR005C,No
SLG1,YOR008C,No
TIR2,YOR010C,No
ERP4,YOR016C,No
ROD1,YOR018W,No
AHC1,YOR023C,No
BUB3,YOR026W,No
CIN5,YOR028C,No
CRS5,YOR031W,No
EXO1,YOR033C,No
AKR2,YOR034C,No
PEP12,YOR036W,No
HIR2,YOR038C,No
GLO4,YOR040W,No
TOM6,YOR045W,No
STD1,YOR047C,No
CKA2,YOR061W,No
YNG1,YOR064C,No
DIA2,YOR080W,No
ECM3,YOR092W,No
CRC1,YOR100C,No
INP53,YOR109W,No
AZF1,YOR113W,No
NFI1,YOR156C,No
PET123,YOR158W,No
DDP1,YOR163W,No
DCI1,YOR180C,No
RPS30B,YOR182C,No
GSP2,YOR185C,No
MSB1,YOR188W,No
ULS1,YOR191W,No
BFR1,YOR198C,No
HIS3,YOR202W,No
PTP2,YOR208W,No
STE4,YOR212W,No
RUD3,YOR216C,No
WTM2,YOR229W,No
MKK1,YOR231W,No
KIN4,YOR233W,No
RPL33B,YOR234C,No
HES1,YOR237W,No
MET7,YOR241W,No
PNT1,YOR266W,No
VPH1,YOR270C,No
CAF20,YOR276W,No
SNF2,YOR290C,No
MBF1,YOR298C-A,No
RAX1,YOR301W,No
ISW2,YOR304W,No
SNU66,YOR308C,No
RPL20B,YOR312C,No
SPS4,YOR313C,No
FAA1,YOR317W,No
PMT3,YOR321W,No
PDR10,YOR328W,No
MIP1,YOR330C,No
MRS2,YOR334W,No
UBC11,YOR339C,No
TYE7,YOR344C,No
PYK2,YOR347C,No
CIN1,YOR349W,No
MEK1,YOR351C,No
SNX3,YOR357C,No
SCP1,YOR367W,No
RPS12,YOR369C,No
PHR1,YOR386W,No
MET31,YPL038W,No
SSN3,YPL042C,No
VPS16,YPL045W,No
CAM1,YPL048W,No
MNN9,YPL050C,No
KTR6,YPL053C,No
LEE1,YPL054W,No
PDR12,YPL058C,No
ALD6,YPL061W,No
BTS1,YPL069C,No
YTA6,YPL074W,No
RPL21B,YPL079W,No
ELP3,YPL086C,No
YDC1,YPL087W,No
RPS6A,YPL090C,No
SSU1,YPL092W,No
MSY1,YPL097W,No
SSE1,YPL106C,No
BEM3,YPL115C,No
DBP1,YPL119C,No
MEI5,YPL121C,No
SPO19,YPL130W,No
COX11,YPL132W,No
ISU1,YPL135W,No
MKK2,YPL140C,No
KES1,YPL145C,No
PPT2,YPL148C,No
ATG5,YPL149W,No
RRD2,YPL152W,No
PEP4,YPL154C,No
SVS1,YPL163C,No
REV3,YPL167C,No
OYE3,YPL171C,No
MRPL40,YPL173W,No
CBC2,YPL178W,No
PPQ1,YPL179W,No
POS5,YPL188W,No
DDC1,YPL194W,No
YDR514C,YDR514C,No
URC2,YDR520C,No
FDC1,YDR539W,No
YDR541C,YDR541C,No
YEA6,YEL006W,No
YEL008W,YEL008W,No
YEL014C,YEL014C,No
PXP1,YEL020C,No
YEL028W,YEL028W,No
MTC7,YEL033W,No
YEL043W,YEL043W,No
YEL045C,YEL045C,No
TCA17,YEL048C,No
YER010C,YER010C,No
CHZ1,YER030W,No
TPA1,YER049W,No
JHD1,YER051W,No
VHR2,YER064C,No
RGI1,YER067W,No
MRX1,YER077C,No
YER079W,YER079W,No
YER085C,YER085C,No
AIM10,YER087W,No
AIM11,YER093C-A,No
YER097W,YER097W,No
TMN3,YER113C,No
YER121W,YER121W,No
COM2,YER130C,No
YER135C,YER135C,No
RTR1,YER139C,No
YER156C,YER156C,No
YER181C,YER181C,No
PUG1,YER185W,No
YER187W,YER187W,No
YFL015C,YFL015C,No
SWP82,YFL049W,No
ZNF1,YFL052W,No
YFH7,YFR007W,No
MIC19,YFR011C,No
CSS2,YFR020W,No
ROG3,YFR022W,No
IRC5,YFR038W,No
IRC6,YFR043C,No
YFR045W,YFR045W,No
IRC7,YFR055W,No
YFR057W,YFR057W,No
MPO1,YGL010W,No
YGL015C,YGL015C,No
YGL024W,YGL024W,No
YGL039W,YGL039W,No
YGL042C,YGL042C,No
GEP7,YGL057C,No
YGL082W,YGL082W,No
YGL088W,YGL088W,No
YGL109W,YGL109W,No
YGL114W,YGL114W,No
YGL118C,YGL118C,No
YGL138C,YGL138C,No
YGL140C,YGL140C,No
RRT6,YGL146C,No
YGL152C,YGL152C,No
YGL159W,YGL159W,No
AIM14,YGL160W,No
YGL165C,YGL165C,No
YGL176C,YGL176C,No
YGL177W,YGL177W,No
DSD1,YGL196W,No
YGL199C,YGL199C,No
NCS6,YGL211W,No
YGL214W,YGL214W,No
YGL217C,YGL217C,No
BOL2,YGL220W,No
MTC3,YGL226W,No
EMC4,YGL231C,No
YGL235W,YGL235W,No
YGL242C,YGL242C,No
YGL260W,YGL260W,No
YGL262W,YGL262W,No
PEX31,YGR004W,No
YGR011W,YGR011W,No
EAT1,YGR015C,No
YGR017W,YGR017W,No
DPC29,YGR021W,No
IMO32,YGR031W,No
YGR035C,YGR035C,No
MTE1,YGR042W,No
YGR045C,YGR045C,No
YGR050C,YGR050C,No
YGR054W,YGR054W,No
YGR064W,YGR064W,No
YGR067C,YGR067C,No
ENV11,YGR071C,No
YGR079W,YGR079W,No
GTF1,YGR102C,No
VOA1,YGR106C,No
CLD1,YGR110W,No
YGR126W,YGR126W,No
FHN1,YGR131W,No
ECL1,YGR146C,No
YGR151C,YGR151C,No
GTO1,YGR154C,No
YGR164W,YGR164W,No
PEX35,YGR168C,No
TDA10,YGR205W,No
CIR1,YGR207C,No
SLI1,YGR212W,No
YGR219W,YGR219W,No
HSV2,YGR223C,No
YGR228W,YGR228W,No
YGR242W,YGR242W,No
YGR259C,YGR259C,No
SAY1,YGR263C,No
YGR266W,YGR266W,No
YGR269W,YGR269W,No
YGR283C,YGR283C,No
IMA1,YGR287C,No
YGR290W,YGR290W,No
YHL005C,YHL005C,No
YHL008C,YHL008C,No
ETP1,YHL010C,No
YHL012W,YHL012W,No
OTU2,YHL013C,No
YHL017W,YHL017W,No
YHL026C,YHL026C,No
YHL037C,YHL037C,No
EFM1,YHL039W,No
YHL041W,YHL041W,No
YHL042W,YHL042W,No
YHL044W,YHL044W,No
PAU13,YHL046C,No
TDA3,YHR009C,No
YHR022C,YHR022C,No
ERC1,YHR032W,No
YHK8,YHR048W,No
LAM4,YHR080C,No
RTC3,YHR087W,No
PAL2,YHR097C,No
YHR112C,YHR112C,No
LSM12,YHR121W,No
YHR125W,YHR125W,No
YHR130C,YHR130C,No
IGO2,YHR132W-A,No
YHR138C,YHR138C,No
MPC2,YHR162W,No
MTG2,YHR168W,No
CRG1,YHR209W,No
YIL001W,YIL001W,No
YKE4,YIL023C,No
YIL025C,YIL025C,No
YIL028W,YIL028W,No
YIL032C,YIL032C,No
TED1,YIL039W,No
YIL060W,YIL060W,No
YIL067C,YIL067C,No
RCI37,YIL077C,No
AIM19,YIL087C,No
YIL089W,YIL089W,No
YIL108W,YIL108W,No
TMA108,YIL137C,No
YIL141W,YIL141W,No
YIL152W,YIL152W,No
YIL161W,YIL161W,No
YIL163C,YIL163C,No
YIL165C,YIL165C,No
SOA1,YIL166C,No
SDL1,YIL167W,No
AIM21,YIR003W,No
EGH1,YIR007W,No
VLD1,YIR014W,No
YIR016W,YIR016W,No
YIR020C,YIR020C,No
YIR020W-A,YIR020W-A,No
IRC24,YIR036C,No
YIR043C,YIR043C,No
YJL027C,YJL027C,No
LOH1,YJL038C,No
YJL045W,YJL045W,No
UBX6,YJL048C,No
IRC8,YJL051W,No
YJL067W,YJL067W,No
TAX4,YJL083W,No
YJL107C,YJL107C,No
YJL119C,YJL119C,No
ALB1,YJL122W,No
AIM23,YJL131C,No
YJL135W,YJL135W,No
ROQ1,YJL144W,No
SMT1,YJL147C,No
YJL150W,YJL150W,No
PIR5,YJL160C,No
YJL169W,YJL169W,No
LSM6,YDR378C,No
EFT2,YDR385W,No
CAT5,YOR125C,No
IAH1,YOR126C,No
YPR089W,YPR089W,No
YPR092W,YPR092W,No
YPR097W,YPR097W,No
TMH18,YPR098C,No
GLD1,YPR109W,No
RGC1,YPR115W,No
YPR117W,YPR117W,No
YLH47,YPR125W,No
YPR127W,YPR127W,No
YPR130C,YPR130C,No
TAZ1,YPR140W,No
YPR147C,YPR147C,No
YPR150W,YPR150W,No
CUR1,YPR158W,No
YPR170C,YPR170C,No
YPR172W,YPR172W,No
YPR196W,YPR196W,No
YGL036W,YGL036W,No
USV1,YPL230W,No
YHR127W,YHR127W,No
CSI2,YOL007C,No
YKR011C,YKR011C,No
TOS6,YNL300W,No
YOL019W,YOL019W,No
YGR153W,YGR153W,No
YDL118W,YDL118W,No
YDR048C,YDR048C,No
YGR226C,YGR226C,No
YKL118W,YKL118W,No
YLR235C,YLR235C,No
YPL205C,YPL205C,No
YBL100C,YBL100C,No
MTQ2,YDR140W,No
YGR160W,YGR160W,No
TOG1,YER184C,No
YDL041W,YDL041W,No
KRE28,YDR532C,No
OPI9,YLR338W,No
YDR433W,YDR433W,No
YAL042C-A,YAL042C-A,No
YPL102C,YPL102C,No
YNL296W,YNL296W,No
SRY1,YKL218C,No
SWR1,YDR334W,No
YBR138C,YBR138C,No
INA22,YIR024C,No
SLZ1,YNL196C,No
YEL025C,YEL025C,No
TRI1,YMR233W,No
IKS1,YJL057C,No
QDR3,YBR043C,No
YMR027W,YMR027W,No
SSA1,YAL005C,No
ERP2,YAL007C,No
YOR333C,YOR333C,No
PDR18,YNR070W,No
FUN14,YAL008W,No
SPO7,YAL009W,No
MDM10,YAL010C,No
CYS3,YAL012W,No
DEP1,YAL013W,No
NTG1,YAL015C,No
TPD3,YAL016W,No
PSK1,YAL017W,No
FUN30,YAL019W,No
ATS1,YAL020C,No
CCR4,YAL021C,No
FUN26,YAL022C,No
PMT2,YAL023C,No
SNC1,YAL030W,No
FUN19,YAL034C,No
FUN12,YAL035W,No
CYC3,YAL039C,No
SPC72,YAL047C,No
ACS1,YAL054C,No
CNE1,YAL058W,No
GDH3,YAL062W,No
ERP1,YAR002C-A,No
KIN3,YAR018C,No
PAU7,YAR020C,No
SWH1,YAR042W,No
FLO1,YAR050W,No
HTB2,YBL002W,No
PDR3,YBL005W,No
FMT1,YBL013W,No
ACH1,YBL015W,No
PIM1,YBL022C,No
NCL1,YBL024W,No
RIB1,YBL033C,No
ECM13,YBL043W,No
PTC3,YBL056W,No
SEF1,YBL066C,No
RPS8A,YBL072C,No
SSA3,YBL075C,No
NUP170,YBL079W,No
ALG3,YBL082C,No
BOI1,YBL085W,No
TEL1,YBL088C,No
MAP2,YBL091C,No
ROX3,YBL093C,No
ATP1,YBL099W,No
SFT2,YBL102W,No
FLR1,YBR008C,No
HHT1,YBR010W,No
MNN2,YBR015C,No
CHS3,YBR023C,No
ETR1,YBR026C,No
RPL4A,YBR031W,No
CSG2,YBR036C,No
FIG1,YBR040W,No
TCM62,YBR044C,No
ZTA1,YBR046C,No
REG2,YBR050C,No
YRO2,YBR054W,No
MUM2,YBR057C,No
UBP14,YBR058C,No
AKL1,YBR059C,No
ECM2,YBR065C,No
NRG2,YBR066C,No
TIP1,YBR067C,No
HSP26,YBR072W,No
RDH54,YBR073W,No
ECM8,YBR076W,No
ECM33,YBR078W,No
SPT7,YBR081C,No
UBC4,YBR082C,No
RPL19A,YBR084C-A,No
AAC3,YBR085W,No
PHO5,YBR093C,No
MMS4,YBR098W,No
YMC2,YBR104W,No
YSA1,YBR111C,No
RAD16,YBR114W,No
TKL2,YBR117C,No
MUD1,YBR119W,No
VMA2,YBR127C,No
OPY1,YBR129C,No
CCZ1,YBR131W,No
HSL7,YBR133C,No
MRPS9,YBR146W,No
ARA1,YBR149W,No
SLI15,YBR156C,No
AMN1,YBR158W,No
TYR1,YBR166C,No
SSE2,YBR169C,No
SMY2,YBR172C,No
ECM31,YBR176W,No
FZO1,YBR179C,No
RPS6B,YBR181C,No
YPC1,YBR183W,No
PCH2,YBR186W,No
RPS9B,YBR189W,No
MSI1,YBR195C,No
KTR4,YBR199W,No
DER1,YBR201W,No
KTR3,YBR205W,No
NGR1,YBR212W,No
SDS24,YBR214W,No
ATG12,YBR217W,No
PDB1,YBR221C,No
