forest_25_6_14_1210_90.0,0.9032258064516129,0.65482234,[0.70108696 0.9374425 ],[0.67716535 0.94308191],381
forest_29_5_10_1141_92.0,0.9158143194335169,0.7247191,[0.68983957 0.95479705],[0.70684932 0.95084979],410
forest_27_6_17_1344_91.0,0.9134539732494099,0.7173913,[0.69473684 0.95189639],[0.70588235 0.94926199],437
forest_16_6_10_1102_92.0,0.9166011014948859,0.71195652,[0.71195652 0.95124195],[0.71195652 0.95124195],453
forest_23_7_15_1394_91.0,0.911093627065303,0.62051282,[0.75625    0.93339334],[0.68169014 0.94833105],476
forest_22_7_14_1115_90.0,0.9016522423288749,0.66666667,[0.60335196 0.95054945],[0.63343109 0.94320763],498
forest_28_4_19_1062_92.0,0.9166011014948859,0.70935961,[0.7539267  0.94537037],[0.73096447 0.95065177],526
forest_12_10_9_1223_92.0,0.9189614476789929,0.71354167,[0.74054054 0.94935543],[0.72679045 0.95242494],538
forest_25_7_13_1292_92.0,0.918174665617624,0.71657754,[0.72432432 0.95119705],[0.72043011 0.95207373],563
forest_23_4_19_1127_91.0,0.9095200629425649,0.68899522,[0.74226804 0.93964717],[0.7146402  0.94623656],586
forest_26_6_10_1280_91.0,0.912667191188041,0.70408163,[0.72251309 0.9462963 ],[0.71317829 0.94849188],612
forest_23_9_13_1109_92.0,0.9173878835562549,0.72891566,[0.66850829 0.9587156 ],[0.69740634 0.95216401],635
forest_27_7_15_1299_91.0,0.90558615263572,0.65284974,[0.70391061 0.93864469],[0.67741935 0.94470046],662
forest_23_9_9_1179_92.0,0.9173878835562549,0.69230769,[0.72       0.94890511],[0.70588235 0.95194508],685
forest_27_5_16_1073_92.0,0.9228953579858379,0.71823204,[0.73446328 0.95338208],[0.72625698 0.95512821],712
forest_15_8_11_1365_90.0,0.898505114083399,0.66829268,[0.69191919 0.93662628],[0.67990074 0.93969144],727
forest_15_9_5_1258_92.0,0.9150275373721479,0.72588832,[0.72588832 0.94972067],[0.72588832 0.94972067],742
forest_14_10_19_1200_91.0,0.9142407553107789,0.70810811,[0.70430108 0.95023041],[0.70619946 0.94979272],756
forest_16_6_5_1235_91.0,0.9071597167584579,0.68023256,[0.65       0.94958753],[0.66477273 0.94611872],772
forest_16_7_7_1401_90.0,0.8977183320220299,0.64948454,[0.67021277 0.93721145],[0.65968586 0.93981481],788
forest_17_10_9_1192_93.0,0.9260424862313139,0.73224044,[0.74860335 0.95512821],[0.74033149 0.95688073],805
forest_12_8_5_1162_91.0,0.9118804091266719,0.73446328,[0.66666667 0.9563197 ],[0.69892473 0.9483871 ],817
forest_29_6_11_1292_91.0,0.9103068450039339,0.6875,[0.70967742 0.94470046],[0.6984127  0.94731978],846
forest_24_6_10_1017_91.0,0.9071597167584579,0.68449198,[0.68449198 0.94557196],[0.68449198 0.94557196],870
forest_15_5_14_1253_91.0,0.9134539732494099,0.73267327,[0.7254902  0.94939082],[0.72906404 0.94850187],885
forest_19_5_5_1095_92.0,0.9150275373721479,0.70224719,[0.69444444 0.95142071],[0.69832402 0.95054945],904
forest_29_6_7_1099_92.0,0.9213217938630999,0.68681319,[0.74404762 0.94832276],[0.71428571 0.95437956],933
forest_25_4_12_1260_91.0,0.9118804091266719,0.70056497,[0.67759563 0.95128676],[0.68888889 0.94867094],958
forest_27_8_13_1408_92.0,0.9189614476789929,0.67484663,[0.6875     0.95229523],[0.68111455 0.95358269],985
forest_11_10_12_1088_92.0,0.9150275373721479,0.69005848,[0.68208092 0.95173042],[0.68604651 0.95086442],996
forest_28_10_15_1195_92.0,0.9189614476789929,0.67088608,[0.67515924 0.95332136],[0.67301587 0.95374944],1024
forest_14_10_10_1358_92.0,0.9166011014948859,0.69461078,[0.67836257 0.95363636],[0.68639053 0.95190563],1038
forest_11_9_13_1037_92.0,0.9228953579858379,0.73513514,[0.73513514 0.95488029],[0.73513514 0.95488029],1049
forest_18_5_10_1068_91.0,0.911093627065303,0.69268293,[0.73958333 0.9416126 ],[0.71536524 0.94731935],1067
forest_27_9_11_1070_90.0,0.9040125885129819,0.63793103,[0.65294118 0.94277929],[0.64534884 0.944495  ],1094
forest_23_7_19_1068_91.0,0.90558615263572,0.69230769,[0.69230769 0.94423792],[0.69230769 0.94423792],1117
forest_24_4_16_1435_91.0,0.9142407553107789,0.68617021,[0.72067039 0.9459707 ],[0.70299728 0.94988506],1141
forest_28_10_16_1061_90.0,0.9032258064516129,0.68527919,[0.68877551 0.94232558],[0.6870229  0.94276408],1169
forest_16_6_17_1090_91.0,0.9134539732494099,0.71022727,[0.67934783 0.95308188],[0.69444444 0.94958753],1185
forest_12_10_7_1068_92.0,0.9189614476789929,0.73958333,[0.72820513 0.9535316 ],[0.73385013 0.95220418],1197
forest_20_8_15_1369_92.0,0.9166011014948859,0.7382199,[0.71573604 0.95344507],[0.72680412 0.95078923],1217
forest_19_6_19_1030_91.0,0.9095200629425649,0.68823529,[0.65363128 0.9514652 ],[0.67048711 0.94756042],1236
forest_13_7_9_1017_91.0,0.9118804091266719,0.66842105,[0.72159091 0.94246575],[0.69398907 0.94852941],1249
forest_19_7_16_1355_91.0,0.9103068450039339,0.66826923,[0.75543478 0.93652254],[0.70918367 0.94697674],1268
forest_20_9_18_1090_93.0,0.9284028324154209,0.73033708,[0.75144509 0.95628415],[0.74074074 0.95846645],1288
forest_25_7_5_1314_92.0,0.919748229740362,0.69680851,[0.74431818 0.94794521],[0.71978022 0.95316804],1313
forest_24_5_7_1169_90.0,0.9040125885129819,0.67661692,[0.70466321 0.93970315],[0.69035533 0.94320298],1337
forest_28_10_12_1441_92.0,0.9166011014948859,0.68852459,[0.72      0.9479927],[0.70391061 0.9514652 ],1365
forest_25_6_16_1264_91.0,0.9087332808811959,0.6631016,[0.70056497 0.94241316],[0.68131868 0.94674013],1390
forest_10_9_18_1152_91.0,0.9118804091266719,0.72282609,[0.68556701 0.95264624],[0.7037037  0.94824399],1400
forest_25_10_11_1403_91.0,0.911093627065303,0.68911917,[0.71505376 0.94470046],[0.70184697 0.94775774],1425
forest_24_6_17_1355_91.0,0.9063729346970889,0.67195767,[0.69021739 0.94296228],[0.68096515 0.94513601],1449
forest_25_8_14_1253_91.0,0.9134539732494099,0.66321244,[0.73988439 0.94080146],[0.69945355 0.94944853],1474
forest_28_5_8_1077_92.0,0.9189614476789929,0.68586387,[0.75287356 0.94530538],[0.71780822 0.95268718],1502
forest_19_10_12_1377_91.0,0.9134539732494099,0.68478261,[0.70786517 0.94693504],[0.6961326  0.94954128],1521
forest_13_4_14_1483_92.0,0.9221085759244689,0.75280899,[0.70899471 0.95933457],[0.73024523 0.95448276],1534
forest_18_7_14_1129_93.0,0.9284028324154209,0.71875,[0.78857143 0.95072993],[0.7520436  0.95816092],1552
forest_24_5_8_1168_91.0,0.9103068450039339,0.69587629,[0.71052632 0.94542091],[0.703125   0.94717331],1576
forest_19_10_11_1271_91.0,0.9095200629425649,0.71568627,[0.71921182 0.94569288],[0.71744472 0.94613583],1595
forest_12_5_9_1187_92.0,0.9244689221085759,0.76243094,[0.72251309 0.96018519],[0.74193548 0.95576037],1607
forest_16_6_7_1280_91.0,0.911093627065303,0.72,[0.66315789 0.9546716 ],[0.69041096 0.94809371],1623
forest_13_8_11_1282_92.0,0.9150275373721479,0.71022727,[0.68681319 0.95316804],[0.69832402 0.95054945],1636
forest_16_9_15_1201_90.0,0.9024390243902439,0.62711864,[0.65680473 0.94010889],[0.6416185 0.9435337],1652
forest_10_8_15_1096_91.0,0.9118804091266719,0.69791667,[0.71276596 0.94644506],[0.70526316 0.94819611],1662
forest_17_8_17_1001_92.0,0.9221085759244689,0.7486631,[0.72916667 0.95644115],[0.73878628 0.95423024],1679
forest_10_8_8_1267_92.0,0.9166011014948859,0.67241379,[0.70481928 0.94841629],[0.68823529 0.95186194],1689
forest_27_9_18_1475_92.0,0.9189614476789929,0.71830986,[0.78061224 0.94418605],[0.74816626 0.9517112 ],1716
forest_20_7_5_1330_91.0,0.9118804091266719,0.71428571,[0.68421053 0.95189639],[0.69892473 0.9483871 ],1736
forest_23_8_8_1026_92.0,0.9221085759244689,0.72395833,[0.75135135 0.95119705],[0.73740053 0.95427252],1759
forest_29_6_11_1196_92.0,0.9189614476789929,0.72139303,[0.75520833 0.94810009],[0.73791349 0.95207073],1788
forest_17_8_11_1322_90.0,0.9040125885129819,0.65730337,[0.65730337 0.9441903 ],[0.65730337 0.9441903 ],1805
forest_26_7_19_1497_91.0,0.9134539732494099,0.70899471,[0.70899471 0.94916821],[0.70899471 0.94916821],1831
forest_20_9_7_1205_93.0,0.9260424862313139,0.74331551,[0.75135135 0.9558011 ],[0.74731183 0.95668203],1851
forest_22_7_8_1166_91.0,0.9087332808811959,0.7044335,[0.71859296 0.94402985],[0.71144279 0.94579439],1873
forest_12_7_16_1222_91.0,0.9095200629425649,0.69035533,[0.71578947 0.94357077],[0.70284238 0.94663573],1885
forest_16_6_19_1465_91.0,0.9063729346970889,0.68717949,[0.69791667 0.94346617],[0.69250646 0.94477958],1901
forest_27_10_6_1441_91.0,0.9071597167584579,0.68085106,[0.68817204 0.94470046],[0.68449198 0.94557196],1928
forest_21_8_9_1420_91.0,0.9095200629425649,0.72316384,[0.65979381 0.95450325],[0.69002695 0.94702902],1949
forest_19_6_13_1122_92.0,0.918174665617624,0.73298429,[0.7253886  0.95269017],[0.72916667 0.95180723],1968
forest_12_6_16_1123_91.0,0.9103068450039339,0.6961326,[0.68108108 0.94935543],[0.68852459 0.94761029],1980
forest_16_8_15_1473_92.0,0.9228953579858379,0.71257485,[0.70414201 0.95644283],[0.70833333 0.9555757 ],1996
forest_22_8_7_1214_92.0,0.9158143194335169,0.69398907,[0.71348315 0.94876487],[0.70360111 0.95093994],2018
