hits_count,reads_count,hits_count_pro,ratio_hits_prom,insertion_index,NI,NI_ratio,HFI,HFI_ratio,orf,label
0.12,0.04,0,0.0,0.01058201058201058,0.2481962481962482,0.4856961220597585,0.3108465608465609,1.1957446808510637,YBL040C,ess
0.12,0.04,0,1.0,0.00558659217877095,0.13143193178476914,0.26286386356953834,0.6983240223463687,1.432,YBL039W-B,non_ess
0.12,0.04,0,1.0,0.004025301897642324,0.0959274167784806,0.37777777777777777,0.3795284646348476,0.7075757575757575,YBL039C,non_ess
0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,1.0,YBL039C-A,non_ess
0.12,0.04,0,0.0,0.0028653295128939827,0.06387522300913663,0.1488469601677149,0.6289398280802292,0.5034168564920273,YBL038W,non_ess
0.12,0.04,1,0.5,0.014949626259343516,0.35399069151711576,0.942947247706422,0.09132271693207668,1.722419928825623,YBL037W,non_ess
0.12,0.04,10,1.25,0.00646830530401035,0.14634094044156012,0.27624309392265195,0.6649417852522639,0.3891050583657588,YBL036C,non_ess
0.12,0.04,0,1.0,0.0033065658951346244,0.09293313019353723,0.1933911159263272,0.3623051487954653,0.3989569752281617,YBL035C,ess
0.12,0.04,0,1.0,0.003083021360933715,0.07926975643337679,0.3498982853821564,0.3878000440431623,0.6916524701873935,YBL034C,ess
0.12,0.04,0,0.0,0.002892960462873675,0.07354134642008077,0.13541059988351772,0.4146576663452266,0.6674418604651163,YBL033C,non_ess
0.12,0.04,6,2.0,0.019213973799126642,0.5476413339338516,1.0097599577947771,0.3179039301310044,0.6153846153846154,YBL032W,non_ess
0.12,0.04,7,2.333333333333333,0.025,0.8801259062914166,0.8250256060088768,0.13877952755905512,0.7801418439716312,YBL031W,non_ess
0.12,0.04,6,2.0,0.025,1.1,2.0,0.2112676056338028,1.6333333333333333,YBL029C-A,non_ess
0.12,0.04,1,1.0,0.023008849557522124,0.8004719764011801,1.020289855072464,0.2690265486725664,1.0888157894736843,YBL029W,non_ess
0.12,0.04,6,0.8571428571428571,0.01875,0.6788265306122448,1.8265306122448977,0.396875,1.3543307086614174,YBL028C,non_ess
0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,1.0,YBL027W,non_ess
