orf,label_FY,predictions_ABP,predictions_ACF,predictions_ACN,predictions_ACP,predictions_ADD,predictions_AND,predictions_APH,predictions_AVI,predictions_BBQ,predictions_BHH,predictions_BMK,predictions_CCD,predictions_CGQ,predictions_CHM,predictions_CIB,predictions_CLG,predictions_CNM,predictions_CNT,predictions_CPG,predictions_Sigma
YIL083C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIL078W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIL075C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIL068C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIL063C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIL062C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIL061C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIL048W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIL046W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIL031W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIL022W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIL019W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIL004C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIR006C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIR008C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIR010W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIR011C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIR012W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIR015W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YIR022W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL203W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL194W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL174W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL173C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL167W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL143W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL125C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL111W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL109C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL104W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL091C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL090C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL087C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL085W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL076W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL074C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL072C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL069C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL061W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL054W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL050W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL041W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL034W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL033W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL031C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL025W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL019W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL014W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL011C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL010C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL008C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJL002C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR002W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR006W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR007W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR017C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR022W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR023C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR041C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR042W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR045C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR046W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR064W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR065C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR067C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR068W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR072C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR076C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR093C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR112W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR123W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YJR141W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL210W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL196C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL195W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL193C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL192C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL189W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL186C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL182W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL180W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL173W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL172W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL165C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL154W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL152C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL145W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL144C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL141W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL125W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL122C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL112W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL108W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL104C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL099C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL095W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL089W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL088W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL082C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL078W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL060C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL059C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL058W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL045W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL042W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL035W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL024C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL022C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL021C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL019W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL018W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL014C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL013C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL012W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL006C-A,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKL004W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKR002W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKR008W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKR022C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKR025W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKR037C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKR038C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKR062W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKR063C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKR068C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKR071C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKR079C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKR081C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKR083C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YKR086W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLL050C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLL036C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLL035W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLL034C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLL011W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLL008W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLL004W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLL003W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR002C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR005W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR007W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR008C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR009W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR010C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR022C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR026C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR029C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR033W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR045C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR051C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR060W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR066W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR071C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR075W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR078C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR086W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR088W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR100W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR105C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR106C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR115W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR116W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR117C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR129W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR132C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR145W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR147C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR153C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR163C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR166C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR167W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR175W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR186W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR195C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR196W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR197W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR212C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR215C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR222C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR223C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR229C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR243W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR249W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR259C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR272C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR274W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR275W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR276C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR277C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR291C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR310C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR321C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR323C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR336C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR340W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR359W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR378C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR397C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR409C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR424W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
